연령대,남성방문 비율,여성방문 비율
70세 이상,3.4,3.2
60~69세,10.6,6.6
50~59세,15.7,11.8
40~49세,12.1,7.6
30~39세,8.3,5.6
20~29세,6.2,3.8
10~19세,1.8,1.5
