연령대,남성방문 비율,여성방문 비율
70세 이상,3.7,3.5
60~69세,13.2,8.6
50~59세,17.4,11.5
40~49세,11.1,7.2
30~39세,6.5,4.1
20~29세,4.8,3.7
10~19세,2.0,1.8
