기준연월,지역명,검색량(건)
202108,강원도 영월군 ,2181
202109,강원도 영월군 ,2536
202110,강원도 영월군 ,1897
202111,강원도 영월군 ,3002
202112,강원도 영월군 ,634
202201,강원도 영월군 ,510
202202,강원도 영월군 ,255
202203,강원도 영월군 ,307
202204,강원도 영월군 ,229
202205,강원도 영월군 ,576
202206,강원도 영월군 ,791
202207,강원도 영월군 ,628
