기준연월,지역명,방문자 수
202108,전라남도 영암군 ,827925.0
202110,전라남도 영암군 ,935660.0
202109,전라남도 영암군 ,980471.0
202111,전라남도 영암군 ,848374.0
202112,전라남도 영암군 ,739488.0
202201,전라남도 영암군 ,754883.0
202202,전라남도 영암군 ,658788.0
202203,전라남도 영암군 ,778565.0
202204,전라남도 영암군 ,957713.0
202205,전라남도 영암군 ,824723.0
202206,전라남도 영암군 ,799302.0
202207,전라남도 영암군 ,1058598.0
