순위,관광지명,주소,분류,외지인 검색 수
1,사우스링스영암CC짐앵,전남 영암군 에프원로 121-1,육상레저스포츠,28721
2,호텔현대바이라한목포,전남 영암군 대불로 91-0,호텔,28476
3,아크로CC,전남 영암군 안적동길 403-0,육상레저스포츠,22520
4,용당부두,전남 영암군 용당부두길 0-0,자연경관(하천/해양),16999
5,코리아인터내셔널서킷,전남 영암군 에프원로 2-0,육상레저스포츠,14592
6,왕인박사유적지,전남 영암군 왕인로 440-0,역사유적지,10143
7,월출산기찬랜드,전남 영암군 기찬랜드로 19-3,테마공원,6501
8,영산재한옥호텔,전남 영암군 나불외도로 126-17,호텔,6151
9,도갑사,전남 영암군 도갑사로 306-0,종교성지,5978
10,월출산국립공원,전남 영암군 천황사로 280-43,자연공원,5152
11,사우스링스영암CC카일필립스,전남 영암군 에프원로 121-2,육상레저스포츠,4899
12,영암곤충박물관,전남 영암군 기찬랜드로 41-0,전시시설,4247
13,월출산국립공원천황사지구,전남 영암군 천황사로 280-43,자연공원,3773
14,용당부두,전남 영암군 용당부두길 50-0,자연경관(하천/해양),3120
15,월출산,전남 영암군,자연경관(산),2993
16,천황탐방지원센터,전남 영암군,기타관광,2358
17,SH무인텔,전남 영암군 대불주거5로 122-0,모텔,2292
18,국제카트전용경기장,전남 영암군,육상레저스포츠,1851
19,대불부두,전남 영암군,자연경관(하천/해양),1735
20,천황사,전남 영암군 천황사로 280-82,종교성지,1655
21,들소리키즈글램핑,전남 영암군 들소리로 384-14,캠핑,1544
22,영암왕인문화축제,전남 영암군 왕인로 440-0,기타문화관광지,1489
23,천황사야영장,전남 영암군 천황사로 280-73,캠핑,1459
24,전라남도농업박물관,전남 영암군 녹색로 653-15,전시시설,1452
25,학파제1저수지,전남 영암군,자연경관(하천/해양),1374
26,산성대,전남 영암군,기타관광,1286
27,더수호텔,전남 영암군 대불주거5로7길 14-0,호텔,1163
28,영암국민여가캠핑장,전남 영암군,캠핑,1141
29,나이스모텔,전남 영암군 대불주거5로4길 10-0,모텔,1104
30,남향재,전남 영암군 왕인로 696-0,펜션/민박,1060
31,월출산국립공원도갑사지구,전남 영암군 도갑사로 306-0,자연공원,1044
32,비바체펜션,전남 영암군 탑동길 18-15,펜션/민박,1007
33,나불도유원지,전남 영암군 나불외도로 126-48,복합관광시설,930
34,영암5일시장,전남 영암군 오일시장길 28-0,시장,862
35,100리벚꽃길,전남 영암군,기타관광,846
36,마한문화공원,전남 영암군 남해당로 65-0,도시공원,836
37,월출산달빛정원펜션,전남 영암군 월암길 116-11,펜션/민박,803
38,토담골야외수영장,전남 영암군 학계길 80-0,테마공원,743
39,해상이동장병숙소,전남 영암군 공항로 19-0,기타숙박,712
40,F1오토캠핑장,전남 영암군 에프원로 2-0,캠핑,652
40,월출산경관단지,전남 영암군,기타관광,652
42,상대포역사공원,전남 영암군,도시공원,545
43,영암프리미엄키즈글램핑,전남 영암군 신학1로 47-0,캠핑,515
44,태평양모텔,전남 영암군 대불로 245-0,모텔,493
45,토담골,전남 영암군 학계길 80-0,테마공원,476
46,소프트행복호텔,전남 영암군 여운재로 121-0,모텔,451
47,리젠시모텔,전남 영암군 동문로 22-0,모텔,437
48,독천5일시장,전남 영암군 독천1길 5-0,시장,424
49,풀무인텔,전남 영암군 나불외도로 150-15,모텔,421
50,월출산온천관광호텔,전남 영암군 마한로 331-0,호텔,417
51,대불승마클럽,전남 영암군 대불주거2로 77-0,육상레저스포츠,399
52,영암종합스포츠타운야구장,전남 영암군,레저스포츠시설,396
53,영암군청소년수련관,전남 영암군 영암로 1511-0,육상레저스포츠,390
54,소풍,전남 영암군 정자등길 17-10,펜션/민박,382
55,영암축협가축경매시장,전남 영암군 원산로 404-0,시장,331
56,월출산바우펜션,전남 영암군 탑동길 33-0,펜션/민박,308
57,학파제2저수지,전남 영암군,자연경관(하천/해양),285
58,태간제,전남 영암군,자연경관(하천/해양),283
59,운유재한옥펜션,전남 영암군 상대포로 150-16,펜션/민박,277
60,금지제,전남 영암군,자연경관(하천/해양),262
61,영암군립하정웅미술관,전남 영암군 구림로 96-0,전시시설,260
62,마한야구장,전남 영암군,레저스포츠시설,253
63,영보정,전남 영암군 영보정길 8-0,역사유적지,226
64,활성산,전남 영암군,자연경관(산),214
65,월출산국화축제,전남 영암군 기찬랜드로 19-10,기타문화관광지,200
66,삼호텔,전남 영암군 동문밖길 6-2,모텔,193
67,프린시스모텔,전남 영암군 녹색로 802-0,모텔,191
68,구림전통한옥펜션1동,전남 영암군 죽정서원길 5-42,펜션/민박,185
69,유토피아모텔,전남 영암군 삼포로 325-0,모텔,179
70,리베라모텔,전남 영암군 예향로 2532-0,모텔,174
71,삼호사계절잔디축구장,전남 영암군 대불주거9로 27-0,레저스포츠시설,166
72,월출파크장,전남 영암군 낭주로 147-1,모텔,164
73,보림장모텔,전남 영암군 용당로 80-8,모텔,162
74,기체육공원,전남 영암군,도시공원,160
75,한옥펜션휴림,전남 영암군 왕인로 476-0,펜션/민박,158
76,스타보드15,전남 영암군 대불주거5로7길 4-0,모텔,155
77,스카이모텔,전남 영암군 대불로 289-0,모텔,152
78,도브랜드,전남 영암군 왕인로 538-0,펜션/민박,149
78,한남각모텔,전남 영암군 나불외도로 85-31,모텔,149
80,미암수로,전남 영암군,자연경관(하천/해양),148
81,실크로드모텔,전남 영암군 삼포로 327-0,모텔,147
82,고인돌펜션,전남 영암군 천황사로 311-14,펜션/민박,141
83,뱅뱅이골기찬랜드,전남 영암군,기타관광,140
84,르네상스모텔,전남 영암군 월출로 9-6,모텔,139
85,영암군서면의느티나무,전남 영암군,역사유적지,137
86,조선파크모텔,전남 영암군 녹색로 828-0,모텔,133
87,필모텔,전남 영암군 녹색로 980-24,모텔,127
88,프리마모텔,전남 영암군 대불로 92-6,모텔,126
89,천황야영장,전남 영암군 천황사로 280-43,육상레저스포츠,125
90,구산제저수지,전남 영암군,자연경관(하천/해양),122
91,서창저수지,전남 영암군,자연경관(하천/해양),121
92,영암연희한옥펜션,전남 영암군 왕인로 690-17,펜션/민박,118
93,한국트로트가요센터,전남 영암군 기찬랜드로 19-10,공연시설,117
94,기찬재,전남 영암군 기찬랜드로 19-10,모텔,115
95,구림전통마을,전남 영암군 왕인로 440-0,역사유적지,113
96,월출산달맞이펜션,전남 영암군 탑동길 27-0,펜션/민박,110
