기준연월,지역명,검색량(건)
202108,충청남도 논산시 ,555
202109,충청남도 논산시 ,470
202110,충청남도 논산시 ,866
202111,충청남도 논산시 ,1171
202112,충청남도 논산시 ,173
202201,충청남도 논산시 ,222
202202,충청남도 논산시 ,92
202203,충청남도 논산시 ,138
202204,충청남도 논산시 ,33
202205,충청남도 논산시 ,167
202206,충청남도 논산시 ,293
202207,충청남도 논산시 ,185
