순위,관광지명,주소,분류,외지인 검색 수
1,소노캄델피노,강원 고성군 미시령옛길 1153-0,콘도미니엄,110978
2,아야진해수욕장,강원 고성군,자연경관(하천/해양),92430
3,고성통일전망대,강원 고성군,랜드마크관광,80937
4,켄싱턴리조트설악비치,강원 고성군 동해대로 4800-0,콘도미니엄,60812
5,송지호해변,강원 고성군 오호2길 24-0,자연경관(하천/해양),58895
6,켄싱턴리조트설악밸리,강원 고성군 신평골길 8-25,콘도미니엄,47428
7,소노펠리체CC 델피노,강원 고성군 미시령옛길 1153-0,육상레저스포츠,45129
8,오션투유리조트속초설악비치호텔&콘도,강원 고성군 삼포해변길 9-0,콘도미니엄,44966
9,소노펠리체빌리지,강원 고성군 미시령옛길 1153-0,콘도미니엄,40836
10,거진항,강원 고성군 거진항1길 62-3,자연경관(하천/해양),37465
11,화진포해변,강원 고성군,자연경관(하천/해양),36618
12,금강산콘도,강원 고성군 금강산로 416-0,콘도미니엄,34192
13,아이파크콘도,강원 고성군 고성대로 75-16,콘도미니엄,33810
14,소노문델피노,강원 고성군 미시령옛길 1153-0,콘도미니엄,33480
15,르네블루바이워커힐호텔,강원 고성군 심층수길 96-0,호텔,30548
16,설악썬밸리CC,강원 고성군 순포로 188-0,육상레저스포츠,30476
17,화진포의성,강원 고성군 화진포길 280-0,역사유적지,30046
18,화암사,강원 고성군 화암사길 100-0,종교성지,28233
19,파인리즈CC,강원 고성군 잼버리동로 267-0,육상레저스포츠,27349
20,레이크오션,강원 고성군 잼버리동로 583-20,콘도미니엄,26600
21,소노펠리체델피노,강원 고성군 미시령옛길 1153-0,콘도미니엄,22919
22,아야진항,강원 고성군,자연경관(하천/해양),21647
23,미시령옛길,강원 고성군,데이트코스,20814
24,일성콘도설악,강원 고성군 고성대로 47-24,콘도미니엄,19482
25,대진항,강원 고성군 대진항길 100-0,자연경관(하천/해양),18257
26,봉포해변,강원 고성군,자연경관(하천/해양),18120
27,삼포해변,강원 고성군,자연경관(하천/해양),17879
28,청간정콘도,강원 고성군 중앙로 642-22,콘도미니엄,17298
29,고성하늬라벤더팜라벤더축제,강원 고성군 꽃대마을길 175-0,기타문화관광지,16640
30,설악포유리조트,강원 고성군 잼버리동로 97-0,콘도미니엄,16425
31,파인리즈리조트,강원 고성군 잼버리동로 267-0,콘도미니엄,15835
32,자작도해변,강원 고성군,자연경관(하천/해양),15594
33,백섬해상전망대,강원 고성군,랜드마크관광,15316
34,공현진항,강원 고성군,자연경관(하천/해양),14951
35,가진항,강원 고성군 가진해변길 121-19,자연경관(하천/해양),14397
36,천진해변,강원 고성군,자연경관(하천/해양),14118
37,봉포항,강원 고성군,자연경관(하천/해양),13315
