동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드,
8,67,기타가족,엄마_가족_언니,미식,아메리카노_덮밥_쌀국수,남산케이블카
5,30,연인,커플_남자친구,자연경관,공원_산책로_바다,남산케이블카
5,8,부모님,아빠,휴식/힐링,나들이_힐링,남산케이블카
4,5,배우자,남편,레포츠/운동,수영장_놀이공원,남산케이블카
2,4,자녀,아들,역사유적,유네스코,남산케이블카
0,3,,,문화예술,국립극장_박물관,남산케이블카
