순위,업소명,주소,분류,현지인 검색 수
1,혜경궁베이커리,경기 화성시 보통내길219번길 13-12,간이음식,26111
2,포근베이커리,경기 화성시 동탄순환대로3길 27-15,간이음식,20745
3,맥도날드김포장기DT점,경기 김포시 김포한강1로 77-40,간이음식,19741
4,불난버섯집[한식],경기 평택시 고덕북로 63-0,한식,19463
5,장어의꿈,경기 남양주시 순화궁로 492-6,외국식,18550
6,뮌스터담,경기 파주시 운정로 113-175,카페/찻집,16287
7,카페아스타나,경기 화성시 효행로 1203-8,카페/찻집,16247
8,어반리st,경기 화성시 장지로 60-12,카페/찻집,15674
9,맥도날드평택세교 DT점,경기 평택시 경기대로 570-0,간이음식,15337
10,메인스트리트,경기 평택시 포승산단로13번길 37-21,카페/찻집,14734
11,일산칼국수본점,경기 고양시 일산동구 경의로 467-0,한식,13721
12,스타벅스김포석모DT점,경기 김포시 김포한강4로 301-0,카페/찻집,13250
13,맥도날드용인수지DT점,경기 용인시 수지구 신수로 677-0,간이음식,12911
14,수산공원,경기 김포시 대명항1로 52-0,카페/찻집,12829
15,맥도날드화성향남DT점,경기 화성시 행정남로 120-0,간이음식,12680
16,앤드테라스파주점,경기 파주시 오도로 91-0,카페/찻집,12574
17,스타벅스분당궁내DT점,경기 성남시 분당구 대왕판교로 302-0,카페/찻집,12516
18,최미삼순대국능동점,경기 화성시 동탄지성로 187-0,한식,12313
19,더포레,경기 화성시 두렁바위길 49-13,카페/찻집,12262
20,훈장골평택점,경기 평택시 비전3로 157-0,한식,12154
21,도넛드로잉,경기 성남시 분당구 대왕판교로 103-0,카페/찻집,12033
22,산으로간고등어동천본점,경기 용인시 수지구 고기로 126-0,한식,12013
23,만세해장국밥,경기 평택시 만세로 1754-8,한식,11972
24,빵과당신,경기 평택시 만세로 1720-4,간이음식,11935
25,맥도날드동탄SK DT점,경기 화성시 효행로 1260-0,간이음식,11739
26,아카이브카페,경기 평택시 강변로 468-0,카페/찻집,11661
27,스타벅스평택세교DT점,경기 평택시 경기대로 625-0,카페/찻집,11556
28,맥도날드경기광주DT점,경기 광주시 경충대로 1477-0,간이음식,11498
29,설반,경기 김포시 김포한강4로369번길 83-0,한식,11157
30,더티트렁크,경기 파주시 지목로 114-0,카페/찻집,11034
31,몬떼델피노,경기 김포시 김포한강6로 49-19,카페/찻집,10859
32,맥도날드안산고잔DT점,경기 안산시 단원구 광덕3로 145-3,간이음식,10849
33,케이헤밍웨이베이커리카페다이닝,경기 성남시 분당구 대왕판교로34번길 21-0,카페/찻집,10796
