순위,업소명,주소,분류,현지인 검색 수
1,맥도날드부산남천DT점,부산 수영구 수영로 470-0,간이음식,1866
2,수변최고돼지국밥민락본점,부산 수영구 광안해변로370번길 9-32,한식,1821
3,맥도날드부산수영SK DT점,부산 수영구 연수로 411-0,간이음식,1780
4,테라로사수영점,부산 수영구 구락로123번길 20-0,카페/찻집,1652
5,스타벅스수영망미DT점,부산 수영구 과정로 68-0,카페/찻집,1375
6,언양불고기부산집,부산 수영구 남천바다로 32-0,한식,1324
7,아웃백스테이크하우스남천점,부산 수영구 광안해변로 9-0,외국식,1016
8,톤쇼우광안점,부산 수영구 광안해변로279번길 13-0,외국식,864
9,수영돼지국밥,부산 수영구 무학로 6-0,한식,825
10,씨랜드회센터,부산 수영구 광안해변로 299-0,외국식,809
11,할매재첩국부산본점,부산 수영구 광남로120번길 8-0,한식,765
12,숙성도광안점,부산 수영구 광안해변로 199-0,한식,707
13,보성녹차,부산 수영구 수영로394번길 29-0,카페/찻집,689
14,닭발의지존,부산 수영구 연수로 374-0,외국식,679
15,하나돈까스남천점,부산 수영구 광남로 62-0,외국식,669
16,오후의홍차,부산 수영구 민락수변로 243-0,간이음식,659
17,국이네낙지볶음,부산 수영구 연수로 410-0,한식,655
18,다리집본점,부산 수영구 남천바다로10번길 70-0,간이음식,651
19,엄용백돼지국밥,부산 수영구 수영로680번길 39-0,한식,568
20,디에이블광안점,부산 수영구 민락수변로 29-0,외국식,562
21,자매국밥,부산 수영구 민락본동로27번길 56-0,한식,539
22,옵스남천점,부산 수영구 황령대로489번길 37-0,간이음식,536
23,수정궁,부산 수영구 민락수변로 25-0,외국식,535
24,영남식육식당,부산 수영구 황령대로489번길 61-0,한식,514
25,VIPS광안점,부산 수영구 광안해변로 11-0,외국식,513
26,홍유단[중식],부산 수영구 민락수변로 29-0,외국식,512
27,필소굿커피,부산 수영구 광안해변로 44-0,카페/찻집,487
28,조마루감자탕수영점,부산 수영구 수영로 723-0,한식,485
29,자갈치횟집,부산 수영구 수영로702번길 28-0,외국식,478
30,엘올리브,부산 수영구 좌수영로 129-1,외국식,474
31,뉴러우멘관즈[중식],부산 수영구 수영로388번길 25-4,외국식,461
32,스타벅스광안수변공원점,부산 수영구 민락수변로 29-0,카페/찻집,450
33,커피스미스광안리점,부산 수영구 광안해변로255번길 5-0,카페/찻집,432
34,반상[한식],부산 수영구 광안해변로 263-0,한식,415
35,옥미아구찜망미본점,부산 수영구 망미번영로55번길 35-0,한식,392
36,비스포레,부산 수영구 민락수변로239번길 4-0,외국식,389
37,배덕장코다리찜,부산 수영구 연수로 384-0,외국식,384
38,영진돼지국밥코스트코센텀점,부산 수영구 구락로 86-0,한식,381
39,페팽과자점,부산 수영구 광서로 1-0,간이음식,377
40,우성삼계탕,부산 수영구 광서로10번길 68-0,한식,376
41,알로이삥삥,부산 수영구 민락수변로 127-0,외국식,355
42,게스후레스토랑,부산 수영구 광안해변로 183-0,외국식,348
43,호박가게,부산 수영구 광남로48번길 21-0,한식,339
44,한다솥,부산 수영구 남천바다로33번길 101-0,한식,333
45,초필살돼지구이광안직영점,부산 수영구 광남로108번길 9-0,한식,318
46,도미노피자수영점,부산 수영구 수영로 640-1,간이음식,311
47,아이가릿버거,부산 수영구 망미번영로 73-0,간이음식,300
48,용이초밥,부산 수영구 광남로108번길 11-0,외국식,298
49,스타벅스광안비치점,부산 수영구 광안로62번길 39-0,카페/찻집,297
50,순쌀빵남천점,부산 수영구 광안해변로 122-0,간이음식,295
51,송원일식,부산 수영구 남천동로9번길 41-0,외국식,293
52,신라횟집,부산 수영구 광안해변로 273-1,외국식,284
53,파스쿠찌광안리점,부산 수영구 광안해변로 241-0,카페/찻집,277
54,커피스미스광안리게스후점,부산 수영구 광안해변로 183-0,카페/찻집,273
54,아구몬찜,부산 수영구 연수로263번길 12-36,한식,273
56,고옥,부산 수영구 광남로 6-0,외국식,272
57,바로해장,부산 수영구 광남로94번길 2-0,한식,271
58,갓덴스시광안직영점,부산 수영구 광안해변로 175-0,외국식,270
59,모토커피,부산 수영구 과정로 16-0,카페/찻집,268
60,류센소광안직영점,부산 수영구 남천바다로33번길 27-0,외국식,267
61,오복미역본점,부산 수영구 수영로388번길 41-0,한식,265
62,로얄경양식&스테이크광안점,부산 수영구 민락수변로 29-0,외국식,264
63,타타에스프레소바,부산 수영구 무학로33번길 57-0,카페/찻집,263
64,백수농원,부산 수영구 수영로680번길 45-0,한식,261
64,장덕풍천산삼민물장어,부산 수영구 민락수변로 147-0,외국식,261
66,스타벅스금련산역점,부산 수영구 수영로464번길 6-0,카페/찻집,259
67,다옴,부산 수영구 수영로464번길 9-0,한식,258
67,장가계,부산 수영구 장대골로7번길 36-0,외국식,258
69,농장갈비,부산 수영구 무학로9번길 16-0,한식,256
70,마이페이보릿쿠키,부산 수영구 광남로 103-0,간이음식,255
71,롯데리아수영로타리,부산 수영구 수영로 710-1,간이음식,247
72,리오네,부산 수영구 구락로 36-0,외국식,244
73,석정,부산 수영구 수영로680번길 30-0,외국식,242
74,그린노마드,부산 수영구 좌수영로 161-10,카페/찻집,241
75,하론테라스,부산 수영구 민락수변로 147-0,외국식,238
76,스타벅스광안리점,부산 수영구 광안해변로 247-0,카페/찻집,236
77,개미집,부산 수영구 광남로130번길 9-0,한식,234
78,고마대구탕,부산 수영구 광안해변로 127-0,한식,233
79,이랴이랴광안점,부산 수영구 광안로 9-0,한식,232
80,바보형제쭈꾸미수영점,부산 수영구 과정로 46-0,외국식,231
81,요이쿠마,부산 수영구 광안해변로307번길 20-0,외국식,229
81,정원집,부산 수영구 수영로666번길 17-0,외국식,229
83,광안리대교밀면,부산 수영구 광남로 239-0,한식,224
84,디저트를팝니다스미다,부산 수영구 과정로41번길 20-0,카페/찻집,223
85,간판없는집,부산 수영구 수영로680번길 36-0,한식,218
86,까페젤라떼리아,부산 수영구 광안해변로344번길 17-3,카페/찻집,217
86,필더빌커피바,부산 수영구 장대골로31번길 3-0,카페/찻집,217
88,삼오불고기,부산 수영구 수영로610번길 24-2,한식,216
89,나룻터국수,부산 수영구 수영로741번길 25-0,한식,214
90,진미언양불고기,부산 수영구 남천바다로33번길 7-0,한식,194
91,해저도시,부산 수영구 광안해변로 362-0,외국식,192
92,롯데리아부산망미점,부산 수영구 연수로 278-0,간이음식,186
92,삼삼횟집본점,부산 수영구 광안해변로278번길 17-0,외국식,186
92,티앤북스광안점,부산 수영구 민락수변로 29-0,카페/찻집,186
