순위,관광지명,주소,분류
1,코스트코홀세일/부산점,부산 수영구 구락로 137-0,쇼핑
2,광안리해수욕장,부산 수영구 광안해변로 219-0,자연관광지
3,메가마트/남천점,부산 수영구 황령대로 521-0,쇼핑
4,광안리해수욕장,부산 수영구 광안해변로 219-0,자연관광
5,민락수변공원,부산 수영구,자연관광지
6,민락회타운,부산 수영구 민락수변로 1-0,쇼핑
7,민락어민활어직판장,부산 수영구 광안해변로312번길 60-0,쇼핑
8,수영팔도시장,부산 수영구 수영로705번길 43-0,쇼핑
9,남천해변시장,부산 수영구 광안해변로15번길 77-0,쇼핑
10,F1963,부산 수영구 구락로123번길 20-0,문화시설
11,홈플러스익스프레스/광안점,부산 수영구 수영로 625-0,쇼핑
12,삼성전자서비스/광안센터,부산 수영구 수영로 469-0,쇼핑
13,캠핑고래/부산센텀점,부산 수영구 수영로741번길 120-0,쇼핑
14,수영사적공원,부산 수영구,자연관광지
15,수영구국민체육센터,부산 수영구 수영로521번길 77-0,레포츠(육상/해상/항공)
16,다이소/부산수영점,부산 수영구 연수로 411-0,쇼핑
17,예스24중고서점/수영점F1963,부산 수영구 구락로123번길 20-0,쇼핑
18,리바트스타일샵/부산전시장,부산 수영구 좌수영로 143-0,쇼핑
19,민락수변공원,부산 수영구,문화관광
20,원에잇,부산 수영구 광남로 63-0,쇼핑
21,현대모터스튜디오/부산,부산 수영구 구락로123번길 20-0,문화시설
22,다이소/부산남천점,부산 수영구 수영로464번길 20-0,쇼핑
23,크레이지11,부산 수영구 수영로 737-0,쇼핑
24,금련산청소년수련원,부산 수영구 황령산로 156-0,레포츠(육상/해상/항공)
25,망미중앙시장,부산 수영구 망미배산로10번길 35-0,쇼핑
26,민락어패류시장,부산 수영구 광안해변로 278-0,쇼핑
27,롯데하이마트/남천점,부산 수영구 광남로 2-0,쇼핑
28,삼성디지털프라자/광안점,부산 수영구 수영로 469-0,쇼핑
29,수영구도서관,부산 수영구 남천서로 33-0,문화시설
30,F1963,부산 수영구 구락로123번길 20-0,문화관광
31,푸드엔/남천점,부산 수영구 수영로 402-0,쇼핑
32,민락골목시장,부산 수영구 광안해변로277번길 28-8,쇼핑
33,수영구어린이도서관,부산 수영구 장대골로 75-6,문화시설
34,센텀타일,부산 수영구 구락로 165-0,쇼핑
35,옥련선원,부산 수영구 광남로257번길 58-0,역사관광지
36,광안종합시장,부산 수영구 무학로49번길 71-0,쇼핑
37,비콘그라운드,부산 수영구 망미번영로 0-0,문화시설
38,삼익비치/A상가,부산 수영구 광안해변로 95-0,쇼핑
39,남천동벚꽃거리,부산 수영구,기타관광지
40,부산MBC드림홀,부산 수영구 감포로8번길 69-0,공연/행사
41,웨이브락 클라이밍/광안점,부산 수영구 장대골로 41-0,레포츠(육상/해상/항공)
42,벤스/부산쇼룸,부산 수영구 수영로 480-0,쇼핑
43,수영구도서관 망미분관,부산 수영구 연수로315번길 23-0,문화시설
44,경성상사,부산 수영구 과정로42번길 49-0,쇼핑
45,광안시장,부산 수영구 수영로603번길 18-0,쇼핑
46,수영사적공원,부산 수영구,문화관광
47,수영골프연습장,부산 수영구 망미번영로16번나길 42-0,레포츠(육상/해상/항공)
48,정선미한복갤러리,부산 수영구 좌수영로101번길 22-0,쇼핑
