기준연월,지역명,검색량(건)
202108,부산광역시 수영구 ,9328
202109,부산광역시 수영구 ,6359
202110,부산광역시 수영구 ,7461
202111,부산광역시 수영구 ,9227
202112,부산광역시 수영구 ,4202
202201,부산광역시 수영구 ,3802
202202,부산광역시 수영구 ,1627
202203,부산광역시 수영구 ,159
202204,부산광역시 수영구 ,2456
202205,부산광역시 수영구 ,949
202206,부산광역시 수영구 ,692
202207,부산광역시 수영구 ,1830
