연령대,남성방문 비율,여성방문 비율
70세 이상,5.9,4.4
60~69세,11.0,6.2
50~59세,12.6,9.2
40~49세,13.2,9.8
30~39세,6.9,6.8
20~29세,3.8,2.5
10~19세,3.0,2.5
