동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드,
4,43,기타가족,가족_자매,자연경관,공원_산책로_저수지,입곡군립공원
2,22,부모님,부모님,미식,맛집_파운드케이크_차,입곡군립공원
2,19,배우자,남편,역사유적,다리,입곡군립공원
1,9,회사동료,직원,휴식/힐링,단풍놀이_나들이,입곡군립공원
0,4,,,레포츠/운동,놀이터,입곡군립공원
0,1,,,반려동물,애견,입곡군립공원
