연령대,남성방문 비율,여성방문 비율
70세 이상,4.4,2.7
60~69세,16.1,12.3
50~59세,17.5,15.2
40~49세,9.0,6.4
30~39세,5.0,2.5
20~29세,5.3,1.8
10~19세,0.8,0.6
