동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드,
486,70,기타가족,패밀리_가족_동생,자연경관,공원_동산_바다,광주패밀리랜드
24,54,친구,친구,문화예술,동물원_전시관,광주패밀리랜드
11,48,자녀,청소년_딸_자녀,미식,카페_햄버거_매점,광주패밀리랜드
6,47,부모님,아빠,레포츠/운동,놀이공원_야구장_놀이동산,광주패밀리랜드
3,14,학생,초딩_중학생,반려동물,동물,광주패밀리랜드
2,10,연인,커플_남친,체험,수학여행,광주패밀리랜드
1,4,싱글,혼자,휴식/힐링,나들이,광주패밀리랜드
