연령대,남성방문 비율,여성방문 비율
70세 이상,2.9,2.6
60~69세,7.1,5.0
50~59세,11.0,11.0
40~49세,8.2,8.3
30~39세,6.5,6.3
20~29세,7.5,6.7
10~19세,9.0,6.4
