연령대,남성방문 비율,여성방문 비율
70세 이상,2.9,2.3
60~69세,9.4,8.6
50~59세,10.1,12.6
40~49세,8.9,8.5
30~39세,8.3,7.4
20~29세,7.9,7.5
10~19세,2.1,2.0
