연령대,남성방문 비율,여성방문 비율
70세 이상,3.5,4.2
60~69세,6.8,7.1
50~59세,9.5,10.4
40~49세,8.8,8.5
30~39세,8.6,7.8
20~29세,7.9,7.4
10~19세,4.3,4.1
