순위,관광지명,주소,분류,외지인 검색 수
1,태릉CC,서울 노원구 화랑로 682-0,육상레저스포츠,48732
2,광운대학교아이스링크,서울 노원구 광운로 21-0,육상레저스포츠,14786
3,화랑대철도공원,서울 노원구,도시공원,14383
4,불암산스포츠타운,서울 노원구 중계로 36-0,도시공원,13503
5,서울시립북서울미술관,서울 노원구 동일로 1238-0,전시시설,13392
6,동천실내스케이트장,서울 노원구 노원로18길 41-0,육상레저스포츠,12384
7,불암산나비정원,서울 노원구 한글비석로12길 51-27,기타관광,12202
8,서울생활사박물관,서울 노원구 동일로174길 27-0,전시시설,10371
9,공릉동도깨비시장,서울 노원구 동일로180길 22-0,시장,10108
10,불암산,서울 노원구,자연경관(산),10096
11,와우쇼핑몰,서울 노원구 노해로 507-0,쇼핑몰,8746
12,마들스포츠타운,서울 노원구 덕릉로 450-0,레저스포츠시설,7981
13,태릉,서울 노원구 화랑로 681-0,역사유적지,6939
14,CGV중계,서울 노원구 동일로204가길 12-0,공연시설,6881
15,롯데시네마노원,서울 노원구 동일로 1414-0,공연시설,6380
16,서울시립과학관,서울 노원구 한글비석로 160-0,전시시설,6176
17,노블레스관광호텔,서울 노원구 노해로77길 22-0,호텔,5975
18,상계중앙시장,서울 노원구 상계로27길 19-0,시장,5513
19,초안산캠핑장,서울 노원구 마들로5길 89-27,캠핑,5338
20,초안산인조잔디축구장,서울 노원구 마들로5가길 113-0,레저스포츠시설,5069
21,태릉국제스케이트장,서울 노원구 화랑로 727-0,육상레저스포츠,5023
22,CGV하계,서울 노원구 섬밭로 258-0,공연시설,4623
23,노원불빛정원,서울 노원구 화랑로 608-0,도시공원,4612
24,삼부프라자,서울 노원구 한글비석로 242-0,쇼핑몰,4190
25,수락산,서울 노원구,자연경관(산),3637
26,롯데시네마수락산,서울 노원구 동일로 1660-0,공연시설,3180
27,육사야구장,서울 노원구 화랑로 682-0,레저스포츠시설,2260
28,태릉실내빙상장,서울 노원구 화랑로 727-0,육상레저스포츠,2238
