연령대,남성방문 비율,여성방문 비율
70세 이상,2.4,4.1
60~69세,9.5,11.5
50~59세,13.4,17.0
40~49세,8.4,10.0
30~39세,7.0,5.1
20~29세,3.6,3.6
10~19세,2.4,1.5
