유입지역명,유출지역명,유입유출 비율,유입/유출 구분 코드 (1:유입 / 2:유출)
세종특별자치시  , 충청남도 공주시,28.6,1
대전광역시 유성구 , 충청남도 공주시,17.4,1
대전광역시 서구 , 충청남도 공주시,7.8,1
충청남도 계룡시 , 충청남도 공주시,4.2,1
충청남도 천안시 동남구 , 충청남도 공주시,3.8,1
충청남도 논산시 , 충청남도 공주시,3.2,1
충청남도 아산시 , 충청남도 공주시,3.0,1
충청남도 부여군 , 충청남도 공주시,2.5,1
충청남도 천안시 서북구 , 충청남도 공주시,2.5,1
충청남도 청양군 , 충청남도 공주시,2.0,1
대전광역시 중구 , 충청남도 공주시,2.0,1
대전광역시 대덕구 , 충청남도 공주시,1.9,1
대전광역시 동구 , 충청남도 공주시,1.7,1
충청북도 청주시 흥덕구 , 충청남도 공주시,1.5,1
충청남도 예산군 , 충청남도 공주시,1.2,1
경기도 평택시 , 충청남도 공주시,1.1,1
경기도 화성시 , 충청남도 공주시,0.9,1
충청남도 보령시 , 충청남도 공주시,0.8,1
충청북도 청주시 서원구 , 충청남도 공주시,0.8,1
전라북도 익산시 , 충청남도 공주시,0.6,1
 충청남도 공주시,세종특별자치시 ,22.2,2
 충청남도 공주시,대전광역시 유성구,13.4,2
 충청남도 공주시,충청남도 부여군,6.1,2
 충청남도 공주시,충청남도 논산시,4.8,2
 충청남도 공주시,대전광역시 서구,3.7,2
 충청남도 공주시,충청남도 천안시 동남구,3.4,2
 충청남도 공주시,전라북도 전주시 완산구,2.8,2
 충청남도 공주시,충청남도 아산시,2.6,2
 충청남도 공주시,충청남도 보령시,2.6,2
 충청남도 공주시,충청남도 천안시 서북구,2.4,2
 충청남도 공주시,충청남도 계룡시,2.2,2
 충청남도 공주시,전라북도 군산시,2.1,2
 충청남도 공주시,충청남도 예산군,1.9,2
 충청남도 공주시,전라남도 여수시,1.7,2
 충청남도 공주시,전라북도 전주시 덕진구,1.7,2
 충청남도 공주시,대전광역시 중구,1.3,2
 충청남도 공주시,충청남도 청양군,1.3,2
 충청남도 공주시,전라북도 익산시,1.2,2
 충청남도 공주시,경기도 평택시,1.0,2
 충청남도 공주시,충청북도 청주시 흥덕구,0.9,2
