연령대,남성방문 비율,여성방문 비율
70세 이상,3.9,3.2
60~69세,9.6,8.4
50~59세,11.4,10.3
40~49세,10.6,7.7
30~39세,8.8,6.9
20~29세,7.3,5.9
10~19세,2.4,2.3
