동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드
207,2203,기타가족,가족_엄마_패밀리,미식,맛집_맥주_바나나
207,1417,회사동료,대리_직원_부장,레포츠/운동,낚시_수영장_캠핑
200,1120,연인,애인_커플_여친,휴식/힐링,근교여행_힐링_신혼여행
117,826,자녀,아들_딸_청소년,자연경관,계곡_산_전망대
38,238,부모님,어머님_아빠_아버님,문화예술,노래방_카지노_수족관
35,29,배우자,아내_남편_신랑,역사유적,한옥마을_정자_한옥
23,14,학생,중딩_고딩_대학생,반려동물,유기견_애견_길고양이
19,5,싱글,싱글_혼자,체험,농촌체험_vr체험_수학여행
15,0,친구,친구,,
