순위,관광지명,주소,분류,외지인 검색 수
1,율포해수욕장,전남 보성군 우암길 24-0,자연경관(하천/해양),43696
2,보성녹차밭,전남 보성군,기타관광,33528
3,보성CC,전남 보성군 조성3길 338-0,육상레저스포츠,12279
4,보성다비치콘도,전남 보성군 충의로 36-0,콘도미니엄,9651
5,대한다업보성다원제1농장,전남 보성군 녹차로 763-43,농/산/어촌체험,8626
6,제암산자연휴양림,전남 보성군 대산길 330-0,자연공원,8238
7,보성비봉공룡공원,전남 보성군 공룡로 822-51,도시공원,8170
8,벌교시장,전남 보성군 시장2길 10-35,시장,8046
9,대원사,전남 보성군 죽산길 506-8,종교성지,6589
10,대한다원,전남 보성군 녹차로 763-67,복합관광시설,6205
11,춘운서옥,전남 보성군 송재로 211-9,기타숙박,5757
12,율포해수녹차온천탕,전남 보성군 우암길 24-0,웰니스관광,3073
13,득량역추억의거리,전남 보성군,테마공원,2710
14,보성에덴CC,전남 보성군,육상레저스포츠,2532
15,태백산맥문학관,전남 보성군 홍암로 89-19,전시시설,1932
16,VIP모텔,전남 보성군 용문길 15-0,모텔,1835
17,보성녹차리조트,전남 보성군 녹차로 777-0,콘도미니엄,1800
17,벌교생태공원,전남 보성군,도시공원,1800
19,녹차골보성향토시장,전남 보성군 봉화로 53-0,시장,1731
20,율포오토캠핑리조트,전남 보성군 충의로 52-0,캠핑,1576
21,일월사,전남 보성군 유신길 195-0,종교성지,1537
22,대원사벚꽃길,전남 보성군,기타관광,1351
23,일림산,전남 보성군,자연경관(산),1296
24,중도방죽,전남 보성군,기타관광,1287
25,플라밍고펜션,전남 보성군 충의로 216-1,펜션/민박,1251
26,서재필기념공원,전남 보성군 용암길 8-0,도시공원,1239
27,벌교비즈니스호텔,전남 보성군 조정래길 47-4,호텔,1234
28,바다이야기리조트,전남 보성군 남부관광로 1668-0,펜션/민박,1202
29,달빛담은캠핑장,전남 보성군 장암길 284-37,캠핑,1147
30,벌교생태공원축구장,전남 보성군,레저스포츠시설,1126
31,한국차박물관,전남 보성군 녹차로 775-0,전시시설,1115
32,열화정,전남 보성군 강골길 32-17,역사유적지,1078
33,득량만바다낚시공원,전남 보성군 선소당산길 33-3,수상레저스포츠,965
34,월곡영화골벽화마을,전남 보성군 월곡길 32-0,기타관광,923
