유입지역명,유출지역명,유입유출 비율,유입/유출 구분 코드 (1:유입 / 2:유출)
전라남도 순천시 , 전라남도 보성군,25.7,1
전라남도 고흥군 , 전라남도 보성군,11.4,1
전라남도 장흥군 , 전라남도 보성군,8.5,1
전라남도 화순군 , 전라남도 보성군,8.0,1
전라남도 여수시 , 전라남도 보성군,5.4,1
전라남도 광양시 , 전라남도 보성군,4.1,1
광주광역시 북구 , 전라남도 보성군,3.6,1
광주광역시 광산구 , 전라남도 보성군,3.3,1
광주광역시 서구 , 전라남도 보성군,3.3,1
광주광역시 남구 , 전라남도 보성군,3.1,1
광주광역시 동구 , 전라남도 보성군,3.1,1
전라남도 강진군 , 전라남도 보성군,2.2,1
전라남도 나주시 , 전라남도 보성군,1.7,1
전라남도 목포시 , 전라남도 보성군,1.6,1
전라남도 영암군 , 전라남도 보성군,1.1,1
전라남도 무안군 , 전라남도 보성군,1.0,1
전라남도 해남군 , 전라남도 보성군,1.0,1
전라남도 담양군 , 전라남도 보성군,0.7,1
경상남도 진주시 , 전라남도 보성군,0.6,1
전라북도 임실군 , 전라남도 보성군,0.6,1
 전라남도 보성군,전라남도 순천시,23.7,2
 전라남도 보성군,전라남도 장흥군,12.2,2
 전라남도 보성군,전라남도 여수시,11.5,2
 전라남도 보성군,전라남도 고흥군,9.2,2
 전라남도 보성군,전라남도 화순군,5.8,2
 전라남도 보성군,전라남도 목포시,5.5,2
 전라남도 보성군,전라남도 광양시,4.0,2
 전라남도 보성군,전라남도 강진군,2.9,2
 전라남도 보성군,광주광역시 서구,2.5,2
 전라남도 보성군,광주광역시 광산구,1.9,2
 전라남도 보성군,전라남도 완도군,1.8,2
 전라남도 보성군,전라남도 나주시,1.8,2
 전라남도 보성군,전라남도 해남군,1.8,2
 전라남도 보성군,전라남도 영암군,1.7,2
 전라남도 보성군,광주광역시 남구,1.6,2
 전라남도 보성군,광주광역시 북구,1.4,2
 전라남도 보성군,전라남도 무안군,1.3,2
 전라남도 보성군,광주광역시 동구,1.2,2
 전라남도 보성군,전라남도 진도군,1.2,2
 전라남도 보성군,전라남도 담양군,0.9,2
