연령대,남성방문 비율,여성방문 비율
70세 이상,4.1,2.9
60~69세,9.1,6.4
50~59세,12.9,11.6
40~49세,11.0,7.3
30~39세,9.8,5.1
20~29세,8.0,4.8
10~19세,3.1,2.5
