동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드
630,52072,기타가족,엄마_오빠_동생,미식,라면_막국수_맛집
211,392,배우자,신랑_남편_아내,자연경관,시골_바다_해수욕장
127,308,연인,애인_커플_여자친구,레포츠/운동,캠핑_놀이터_캠핑여행
77,163,부모님,아빠_할머니_아버님,문화예술,노래방_클럽_광장
30,123,회사동료,대리_직원,역사유적,한옥_다리_한옥마을
28,19,자녀,아들_딸_딸래미,휴식/힐링,홈캠핑_테라피_가을여행
22,8,친구,친구,반려동물,유기견_동물_반려동물
14,2,학생,고딩_대학생_초딩,체험,포도수확체험
5,0,싱글,혼자_싱글,,
