순위,업소명,주소,분류,현지인 검색 수
1,한옥카페지은,충남 청양군 나래미길 60-4,카페/찻집,234
2,칠갑산청정한우타운,충남 청양군 록평용당로 775-1,한식,232
3,늘봄구기자숯불풍천장어,충남 청양군 충의로 1324-1,외국식,144
4,농부밥상청양점,충남 청양군 칠갑산로 704-18,한식,143
4,휴식,충남 청양군 월촌길 56-2,외국식,143
6,바닷물손두부,충남 청양군 한티고개길 1-0,한식,121
7,투썸플레이스충남청양점,충남 청양군 고리섬들길 63-0,카페/찻집,112
8,하림FS매일유업청양공장점,충남 청양군 충절로 1355-58,기타음식,106
9,롯데리아청양,충남 청양군 중앙로 147-0,간이음식,93
10,은행집,충남 청양군 한티고개길 11-0,한식,92
11,청양임꺽정,충남 청양군 고리섬들길 71-0,한식,90
12,앵화당,충남 청양군 구만이길 70-21,카페/찻집,87
13,별장&봄,충남 청양군 충절로 1494-0,한식,83
14,작은농원,충남 청양군 중묵운곡로 51-60,한식,82
14,청양고덕갈비,충남 청양군 대청로 717-0,한식,82
16,파리바게뜨충남청양점,충남 청양군 고리섬들길 77-0,간이음식,76
17,칠갑산골[한식],충남 청양군 장곡길 147-0,한식,73
18,춘소커피,충남 청양군 만수로 1597-2,카페/찻집,71
19,오부세,충남 청양군 충의로 1358-4,기타음식,64
20,농부밥상청양점 [한식],충남 청양군 칠갑산로 704-18,한식,60
21,칠갑산맛집,충남 청양군 장곡길 119-39,한식,55
22,진영분식,충남 청양군 중앙로13길 14-0,한식,53
23,양자강[중식],충남 청양군 중앙로5길 13-0,외국식,50
24,흙사랑,충남 청양군 무한로 209-7,외국식,49
25,청양우거디,충남 청양군 칠갑산로2길 9-0,한식,45
26,칠갑산구기자막국수,충남 청양군 천장호길 87-0,한식,36
27,블루쉽,충남 청양군 중앙로 66-0,카페/찻집,30
28,고향회관,충남 청양군 칠갑산로7길 6-0,한식,28
28,고박사냉면청양점,충남 청양군 중앙로11길 21-0,한식,28
30,뚜레쥬르충남청양점,충남 청양군 중앙로7길 36-0,간이음식,27
30,행복한쭈꾸미와갑오징어,충남 청양군 문화예술로 180-0,한식,27
32,메르시,충남 청양군 학사길 35-28,카페/찻집,25
32,칠갑산두메산골,충남 청양군 칠갑산로 1037-0,한식,25
34,축제갈비,충남 청양군 문화예술로 180-0,한식,23
35,가장맛있는족발청양점,충남 청양군 칠갑산로8길 9-0,외국식,21
35,한울타리가든,충남 청양군 작천길 1-0,한식,21
37,임꺽정,충남 청양군 효자길 19-1,한식,20
37,황룡각[중식],충남 청양군 충절로 1698-0,외국식,20
39,이호갤러리,충남 청양군 한티고개길 233-0,카페/찻집,19
40,배스킨라빈스충남청양점,충남 청양군 중앙로 136-0,간이음식,18
41,까치네왕림휴게소,충남 청양군 사수터길 126-21,한식,17
41,한가네어죽,충남 청양군 중앙로열길 18-0,한식,17
43,농가의빵집,충남 청양군 중앙로 140-0,간이음식,15
44,이디야커피충남청양점,충남 청양군 중앙로 135-2,카페/찻집,14
44,칠갑광장가든,충남 청양군 한티고개길 178-8,한식,14
46,함지박식당,충남 청양군 중앙로 238-0,한식,13
46,비봉횟집,충남 청양군 중앙로5길 28-0,외국식,13
48,까치내흥부가든,충남 청양군 사수터길 115-8,한식,12
48,칠갑산나그네옻닭집,충남 청양군 장곡길 72-38,한식,12
50,도삼판,충남 청양군 중앙로 73-0,한식,11
50,한밭식당[한식],충남 청양군 칠갑산로5길 7-1,한식,11
50,칠갑산민물장어,충남 청양군 노루목후동길 47-3,외국식,11
53,소양간해장국,충남 청양군 중앙로 101-0,한식,10
53,안심가든,충남 청양군 안심길 70-0,한식,10
53,여의주마을,충남 청양군 칠갑산로 1731-0,한식,10
53,정산면옥,충남 청양군 정현길 68-1,한식,10
53,청양농가맛집옥화,충남 청양군 누레기길 5-4,한식,10
58,가마솥회관,충남 청양군 중앙로11길 19-0,한식,9
58,고마루감자탕,충남 청양군 중앙로 154-0,한식,9
58,뚱이네,충남 청양군 중앙로 66-0,한식,9
58,참솔집,충남 청양군 칠갑산로3길 22-0,간이음식,9
58,늘봄가든 숯불돼지갈비,충남 청양군 충의로 1324-1,한식,9
58,황소집가든,충남 청양군 장곡길 83-0,한식,9
58,피제이피자청양점,충남 청양군 중앙로 76-0,간이음식,9
65,낭띠전원카페,충남 청양군 금강변로 1563-52,카페/찻집,8
65,병천순대,충남 청양군 칠갑산로4길 25-0,한식,8
65,산골짜기식당,충남 청양군 장곡길 143-54,한식,8
68,송림회관,충남 청양군 만수로 1778-0,한식,7
68,중국성[중식],충남 청양군 효자길 20-0,외국식,7
68,칠갑산고향집,충남 청양군 장곡길 44-52,한식,7
68,칠갑산맛있는집[한식],충남 청양군 장곡길 119-19,한식,7
68,서궁일식[일식],충남 청양군 중앙로8길 11-0,외국식,7
68,우렁두렁,충남 청양군 칠갑산로3길 14-0,한식,7
68,장강손짜장[중식],충남 청양군 정현길 4-0,외국식,7
68,착한막창청양점,충남 청양군 칠갑산로2길 13-0,외국식,7
68,본가샤브N칼국수,충남 청양군 칠갑산로4길 37-0,한식,7
68,이화수정통육개장청양점,충남 청양군 중앙로 153-0,한식,7
78,논골어죽,충남 청양군 송애길 31-0,한식,6
78,용천각,충남 청양군,간이음식,6
78,황토오리철판구이,충남 청양군 칠갑산로12길 17-0,외국식,6
78,아론,충남 청양군 고리섬들길 68-10,외국식,6
78,해밀레스토랑,충남 청양군 평촌1길 4-33,외국식,6
78,우성산회관,충남 청양군 칠갑산로8길 9-0,한식,6
84,김밥나라,충남 청양군 중앙로 139-2,간이음식,5
84,웃으면돼지[한식],충남 청양군 중앙로11길 12-0,한식,5
84,최가네밥상,충남 청양군 중앙로13길 14-0,한식,5
84,칠갑산추어탕,충남 청양군 칠갑산로4길 36-0,한식,5
84,토속정,충남 청양군 충절로 1195-0,한식,5
84,해오름,충남 청양군 칠갑산로 59-6,한식,5
84,오미식당[한식],충남 청양군 중앙로9길 4-0,한식,5
84,월촌,충남 청양군 칠갑산로 339-0,외국식,5
84,선한제빵소,충남 청양군 충절로 281-9,간이음식,5
84,비봉식당,충남 청양군 칠갑산로 217-6,한식,5
84,담연,충남 청양군 충절로 1535-46,카페/찻집,5
95,까치네터널가든,충남 청양군 까치내로 653-12,한식,4
95,느티나무가든,충남 청양군 장곡길 43-2,한식,4
95,반고개가든,충남 청양군 만수로 1090-0,외국식,4
95,옻나무가든,충남 청양군 청신로 982-64,한식,4
95,칠갑산기와집한방옻닭,충남 청양군 칠갑산로 1318-0,외국식,4
95,한마음가든,충남 청양군 명덕로 175-0,한식,4
