순위,업소명,주소,분류,현지인 검색 수
1,고옥정,경남 고성군 당동5길 54-7,카페/찻집,370
2,카페도어스,경남 고성군 신월로 166-0,카페/찻집,349
3,통영짬뽕,경남 고성군 당항길 154-12,외국식,307
4,바닷가에햇살한스푼,경남 고성군 신월로 157-0,외국식,272
5,모모회식당,경남 고성군 배둔로 54-0,외국식,246
6,롯데리아경남고성점,경남 고성군 송학로 164-0,간이음식,225
7,카페자하,경남 고성군 봉동6길 6-0,카페/찻집,193
8,본토대가,경남 고성군 성내로144번길 17-0,외국식,190
8,새로운통일냉면,경남 고성군 배둔로 105-4,한식,190
10,네순도르마,경남 고성군 외산로 549-0,카페/찻집,180
11,파리바게뜨경남고성점,경남 고성군 동외로 169-0,간이음식,165
12,황포냉면고성점,경남 고성군 남해안대로 2403-0,한식,162
13,둘리왕새우,경남 고성군 마구들1길 83-0,외국식,156
14,면만드는사람들,경남 고성군 이당6길 19-0,한식,132
15,일미가든[한식],경남 고성군 감서1길 61-0,한식,124
16,안카페,경남 고성군 외산로 605-0,카페/찻집,116
17,범바위골장어,경남 고성군 외산1길 5-0,외국식,115
18,정든한정식[한식],경남 고성군 남해안대로 2226-0,한식,113
18,디저트39고성점,경남 고성군 회진로 517-0,카페/찻집,113
20,고성쭈꾸미,경남 고성군 거류로 711-0,외국식,105
21,수양식당[한식],경남 고성군 동해로 1590-0,한식,103
22,이산,경남 고성군 신월로 131-0,외국식,101
23,해담,경남 고성군 신월로 9-0,외국식,92
24,대장금,경남 고성군 동외로 192-0,외국식,86
25,부산횟집,경남 고성군 두포1길 145-0,외국식,78
26,짜장박사[중식],경남 고성군 상정대로 949-0,외국식,76
27,카페두포리,경남 고성군 두포5길 61-0,카페/찻집,70
27,팔팔새우구이,경남 고성군 당항만로 687-0,외국식,70
29,가든개미집,경남 고성군 자란만로 498-0,한식,69
30,가야한우마을,경남 고성군 우산2길 28-59,한식,67
31,카페모드,경남 고성군 신월2길 64-0,카페/찻집,66
32,하이드아웃,경남 고성군 동해로 957-0,카페/찻집,60
33,토박이정식,경남 고성군 하이로 138-0,한식,59
34,병산수산,경남 고성군 공룡로 2976-0,외국식,58
35,대가저수지가든,경남 고성군 덕선2길 30-0,한식,57
35,수양식당,경남 고성군 동해로 1590-0,한식,57
37,한식당행복[한식],경남 고성군 신월로 59-0,한식,55
38,수라한정식[한식],경남 고성군 동외로 148-13,한식,50
39,대가돌솥밥,경남 고성군 대가로 279-31,한식,49
40,군령포하모자연산횟집,경남 고성군 두포5길 426-0,외국식,48
41,포르투나,경남 고성군 신월로 205-1,카페/찻집,46
42,불난낙지,경남 고성군 남포로99번길 14-0,외국식,45
42,양지기사식당,경남 고성군 남해안대로 3746-0,한식,45
44,남파랑가,경남 고성군 공룡로 55-0,한식,44
45,계림새우나라,경남 고성군 신월로 31-0,외국식,42
45,남도수제갈비,경남 고성군 남산로 93-0,한식,42
47,남가네,경남 고성군 신월로 37-0,한식,41
48,늘봄가든,경남 고성군 송학고분로 21-42,한식,40
49,총각네칼국수앤보쌈고성1호점,경남 고성군 동외로156번길 46-0,한식,39
49,큰들횟집민박,경남 고성군 두포1길 166-25,외국식,39
51,옥천식당,경남 고성군 연화산1로 544-0,한식,37
51,이디야커피경남고성점,경남 고성군 동외로 137-0,카페/찻집,37
53,옛날손짜장[중식],경남 고성군 율대2길 1-0,외국식,36
54,왕창이,경남 고성군 거류로 624-0,한식,34
