기준연월,지역명,검색량(건)
202108,경상남도 고성군 ,5754
202109,경상남도 고성군 ,4331
202110,경상남도 고성군 ,5062
202111,경상남도 고성군 ,5378
202112,경상남도 고성군 ,1557
202201,경상남도 고성군 ,5379
202202,경상남도 고성군 ,1181
202203,경상남도 고성군 ,827
202204,경상남도 고성군 ,1196
202205,경상남도 고성군 ,938
202206,경상남도 고성군 ,1714
202207,경상남도 고성군 ,14309
