연령대,남성방문 비율,여성방문 비율
70세 이상,2.7,3.0
60~69세,8.2,9.2
50~59세,10.7,11.7
40~49세,10.5,8.4
30~39세,8.3,8.5
20~29세,7.9,5.5
10~19세,2.1,1.9
