연령대,남성방문 비율,여성방문 비율
70세 이상,2.4,2.1
60~69세,9.1,8.0
50~59세,11.9,9.8
40~49세,11.4,7.6
30~39세,10.7,8.0
20~29세,7.8,5.6
10~19세,2.1,1.8
