유입지역명,유출지역명,유입유출 비율,유입/유출 구분 코드 (1:유입 / 2:유출)
대구광역시 달성군 , 대구광역시 달서구,22.6,1
대구광역시 서구 , 대구광역시 달서구,14.2,1
대구광역시 남구 , 대구광역시 달서구,11.8,1
대구광역시 북구 , 대구광역시 달서구,11.6,1
대구광역시 수성구 , 대구광역시 달서구,9.6,1
대구광역시 중구 , 대구광역시 달서구,8.0,1
대구광역시 동구 , 대구광역시 달서구,6.1,1
경상북도 칠곡군 , 대구광역시 달서구,2.6,1
경상북도 경산시 , 대구광역시 달서구,2.1,1
경상북도 구미시 , 대구광역시 달서구,1.7,1
경상북도 고령군 , 대구광역시 달서구,1.5,1
경상북도 성주군 , 대구광역시 달서구,0.7,1
경상북도 영천시 , 대구광역시 달서구,0.5,1
경상남도 창녕군 , 대구광역시 달서구,0.5,1
경상북도 청도군 , 대구광역시 달서구,0.4,1
경상북도 경주시 , 대구광역시 달서구,0.4,1
경상남도 합천군 , 대구광역시 달서구,0.4,1
경상북도 김천시 , 대구광역시 달서구,0.4,1
경상북도 군위군 , 대구광역시 달서구,0.3,1
경상북도 포항시 북구 , 대구광역시 달서구,0.3,1
 대구광역시 달서구,대구광역시 달성군,18.8,2
 대구광역시 달서구,대구광역시 수성구,16.3,2
 대구광역시 달서구,대구광역시 남구,14.2,2
 대구광역시 달서구,대구광역시 서구,9.0,2
 대구광역시 달서구,대구광역시 중구,8.0,2
 대구광역시 달서구,대구광역시 북구,7.6,2
 대구광역시 달서구,대구광역시 동구,7.1,2
 대구광역시 달서구,경상북도 칠곡군,2.4,2
 대구광역시 달서구,경상북도 경산시,1.8,2
 대구광역시 달서구,경상북도 구미시,1.4,2
 대구광역시 달서구,경상북도 경주시,1.0,2
 대구광역시 달서구,경상북도 고령군,1.0,2
 대구광역시 달서구,경상북도 포항시 북구,1.0,2
 대구광역시 달서구,경상북도 청도군,0.9,2
 대구광역시 달서구,경상남도 창녕군,0.6,2
 대구광역시 달서구,경상북도 군위군,0.6,2
 대구광역시 달서구,경상북도 성주군,0.6,2
 대구광역시 달서구,경상북도 영천시,0.5,2
 대구광역시 달서구,부산광역시 기장군,0.5,2
 대구광역시 달서구,경상남도 합천군,0.4,2
