순위,업소명,주소,분류,현지인 검색 수
1,스테이블모먼트월배점,대구 달서구 조암남로32길 24-0,간이음식,4302
2,동이식당[한식],대구 달서구 한실로6길 165-7,한식,3033
3,아웃백스테이크하우스죽전점,대구 달서구 달구벌대로 1545-0,외국식,2833
4,커피팀버월성점,대구 달서구 조암남로20길 41-0,카페/찻집,2786
5,조조칼국수월성점,대구 달서구 성서4차첨단로 120-0,한식,2619
6,맥도날드대구진천DT점,대구 달서구 월배로 67-0,간이음식,2584
7,취팔선진천점 [중식],대구 달서구 상화로 55-0,외국식,2553
8,스타벅스대구감삼DT점,대구 달서구 와룡로 131-0,카페/찻집,2508
9,갈비만대구본점,대구 달서구 조암로 58-0,한식,2419
10,버거킹대구상인SK DT점,대구 달서구 월배로 200-0,간이음식,2329
11,스타벅스대구상인DT점,대구 달서구 월곡로 334-0,카페/찻집,2196
12,맥도날드대구상인DT점,대구 달서구 월곡로 338-0,간이음식,2099
13,우즈베이커리대곡점,대구 달서구 갈밭로 76-0,간이음식,2091
14,핸즈커피호산점,대구 달서구 호산동로 148-0,카페/찻집,1999
15,스타벅스대구성서ICDT점,대구 달서구 달구벌대로 1393-0,카페/찻집,1974
16,빠다롤더테라스,대구 달서구 조암남로14길 42-0,간이음식,1934
17,맥도날드대구이곡DT점,대구 달서구 이곡공원로 8-0,간이음식,1915
18,가야성[중식],대구 달서구 월배로83길 7-0,외국식,1821
19,뜨돈진천본점,대구 달서구 진천로9길 30-0,외국식,1814
20,맥도날드대구용산DT점,대구 달서구 용산로 222-0,간이음식,1723
21,스타벅스대구두류DT점,대구 달서구 달구벌대로 1796-0,카페/찻집,1683
22,미친뷔페,대구 달서구 구마로 97-0,외국식,1650
23,맥도날드대구본리DT점,대구 달서구 와룡로 134-0,간이음식,1611
24,맥도날드대구모다SK DT점,대구 달서구 달서대로 455-0,간이음식,1555
25,베를린에스프레소바,대구 달서구 미리샘길 82-0,카페/찻집,1552
26,스타벅스대구수목원점,대구 달서구 화암로 379-0,카페/찻집,1453
27,스쿨푸드 대구월성CGV점,대구 달서구 조암로 29-0,간이음식,1445
28,길선회초밥,대구 달서구 월배로73길 6-0,외국식,1406
29,장기동먹거리촌,대구 달서구,기타음식,1378
30,엠엔티,대구 달서구 조암남로14길 52-2,카페/찻집,1355
31,코시스스시앤파스타장기점,대구 달서구 용산로 82-0,외국식,1307
32,스타벅스대구도원DT점,대구 달서구 상화로 314-0,카페/찻집,1265
33,버거킹죽전네거리점,대구 달서구 달구벌대로 1536-0,간이음식,1249
34,돼지만본점,대구 달서구 상화북로 192-0,한식,1185
35,엔제리너스대구광장점,대구 달서구 달구벌대로 1706-0,카페/찻집,1180
36,피카커피진천점,대구 달서구 진천로 38-0,카페/찻집,1161
37,스타벅스대구진천역점,대구 달서구 월배로 91-0,카페/찻집,1150
38,맥도날드대구두류DT점,대구 달서구 달구벌대로 1684-0,간이음식,1138
38,에이엠,대구 달서구 상원로 163-0,외국식,1138
38,천연애,대구 달서구 앞산순환로 289-0,외국식,1138
41,교동면옥유천점,대구 달서구 월배로5길 8-10,한식,1079
42,홍익돈까스수변공원점,대구 달서구 월곡로 10-0,외국식,1047
43,스타벅스대구월곡DT점,대구 달서구 월곡로 225-0,카페/찻집,1045
44,우즈베이커리성서점,대구 달서구 달서대로 573-0,간이음식,1044
45,제주물회,대구 달서구 달서대로 28-1,외국식,1031
46,롯데리아대구성당DT점,대구 달서구 구마로 209-0,간이음식,1025
46,스타벅스대구서부정류장역점,대구 달서구 구마로 265-0,카페/찻집,1025
48,수가성순두부전문점,대구 달서구 이곡공원로1길 54-0,한식,1022
49,테라스스시뷔페,대구 달서구 와룡로 169-0,외국식,1017
50,기리상인점,대구 달서구 조암남로 5-0,외국식,1015
51,호박추어탕,대구 달서구 이곡서로7길 17-0,한식,1012
52,스타벅스대구계명대점,대구 달서구 계대동문로 13-0,카페/찻집,986
53,소담뜰[한식],대구 달서구 이곡서로 25-0,한식,968
54,투썸플레이스대구성당점,대구 달서구 구마로 225-0,카페/찻집,963
55,스타벅스대구월성점,대구 달서구 조암로 41-0,카페/찻집,939
56,샤브향대구수목원점,대구 달서구 화암로 323-0,외국식,938
57,쿄우다이,대구 달서구 월배로46길 72-0,외국식,936
58,더포본점,대구 달서구 와룡로 169-0,외국식,935
59,핑크라이언,대구 달서구 한실로6길 158-3,간이음식,919
60,산호횟집진천점,대구 달서구 진천로16길 39-0,외국식,900
61,두류해물탕본점,대구 달서구 달구벌대로 1511-0,한식,889
62,식당이백도씨,대구 달서구 진천로 36-0,한식,869
63,형님동태[한식],대구 달서구 달서대로91길 14-0,한식,868
64,성서국수,대구 달서구 성서로76길 32-0,한식,863
65,애슐리퀸즈대구이월드점,대구 달서구 두류공원로 200-0,외국식,860
66,폭스브롯,대구 달서구 상화로 157-1,간이음식,859
67,뭄뭄,대구 달서구 월배로15길 8-0,외국식,854
68,스타벅스대구성서점,대구 달서구 이곡공원로 26-0,카페/찻집,848
68,황장군상인점,대구 달서구 월배로 261-0,한식,848
70,제니아빈,대구 달서구 성서공단로15길 10-0,카페/찻집,838
71,조조칼국수,대구 달서구 와룡로 169-0,한식,832
72,제니스뷔페달서점,대구 달서구 와룡로 143-0,외국식,823
73,스타벅스대구죽전역점,대구 달서구 와룡로 169-0,카페/찻집,810
74,만복이쭈꾸미낙지볶음월성점,대구 달서구 월배로23길 106-0,외국식,804
75,애기똥풀[한식],대구 달서구 앞산순환로 197-0,한식,786
75,투썸플레이스대구월배아이파크점,대구 달서구 조암로 185-0,카페/찻집,786
77,도미노피자상인점,대구 달서구 월배로 52-0,간이음식,783
77,뚜레쥬르대구신월성점,대구 달서구 조암로 28-0,간이음식,783
79,착한낙지대구두류점,대구 달서구 야외음악당로 243-0,외국식,758
80,제1능이버섯능이백숙전문점이곡점,대구 달서구 달구벌대로251길 12-0,한식,755
81,정코다리대곡점,대구 달서구 한실로6길 150-0,한식,744
82,겟201월성점,대구 달서구 조암로 1-0,외국식,736
83,밥스딜라잇,대구 달서구 장기로 231-0,간이음식,728
84,능이마을달서점,대구 달서구 한실로6길 155-23,한식,724
85,양파식당,대구 달서구 감삼길 16-0,한식,722
86,파스쿠찌대구성서이곡점,대구 달서구 달구벌대로251길 25-0,카페/찻집,720
87,길섶한우,대구 달서구 명천로 43-0,한식,706
88,수가성신월성직영점,대구 달서구 조암남로10길 32-0,한식,702
88,태경청진동해장국본리점,대구 달서구 대명천로 189-0,한식,702
90,황장군본리점,대구 달서구 와룡로 110-0,한식,698
91,성주돼지국밥,대구 달서구 선원로 281-0,한식,693
92,석정한우마을,대구 달서구 조암남로 49-0,한식,692
93,빵장수쉐프본점,대구 달서구 대명천로 235-0,간이음식,687
94,월성복집죽전점,대구 달서구 와룡로 215-0,외국식,682
95,교동면옥상인점,대구 달서구 상화로 243-0,한식,660
96,버들식당,대구 달서구 두류공원로28길 8-0,외국식,656
97,목구멍,대구 달서구 조암남로32길 22-0,한식,655
98,도미노피자월성점,대구 달서구 조암로 85-1,간이음식,653
99,루나루이스,대구 달서구 대명천로 245-0,카페/찻집,652
100,스타벅스대구월촌역점,대구 달서구 월배로 315-0,카페/찻집,650
