연령대,남성방문 비율,여성방문 비율
70세 이상,4.9,5.3
60~69세,10.9,8.9
50~59세,15.0,10.0
40~49세,8.5,7.2
30~39세,7.9,5.2
20~29세,7.2,5.4
10~19세,1.6,1.7
