연령대,남성방문 비율,여성방문 비율
70세 이상,2.5,2.3
60~69세,9.5,8.1
50~59세,11.9,12.0
40~49세,10.6,9.5
30~39세,8.8,8.6
20~29세,5.2,5.5
10~19세,2.2,2.0
