연령대,남성방문 비율,여성방문 비율
70세 이상,3.3,2.0
60~69세,11.1,6.1
50~59세,15.9,11.7
40~49세,10.6,9.0
30~39세,7.6,7.9
20~29세,4.3,6.1
10~19세,1.9,1.6
