기준연월,지역명,검색량(건)
202108,경상북도 청도군 ,2392
202109,경상북도 청도군 ,1533
202110,경상북도 청도군 ,3483
202111,경상북도 청도군 ,4484
202112,경상북도 청도군 ,321
202201,경상북도 청도군 ,8880
202202,경상북도 청도군 ,7609
202203,경상북도 청도군 ,8069
202204,경상북도 청도군 ,6989
202205,경상북도 청도군 ,829
202206,경상북도 청도군 ,518
202207,경상북도 청도군 ,487
