순위,업소명,주소,분류,합산 검색 수
1,을밀대본점,서울 마포구 숭문길 24-0,한식,22627
2,스타벅스망원한강공원점,서울 마포구 마포나루길 407-0,카페/찻집,22189
3,감나무집기사식당,서울 마포구 연남로 23-0,한식,16912
4,리치몬드과자점성산본점,서울 마포구 월드컵북로 86-0,간이음식,15227
5,망원동즉석우동,서울 마포구 동교로 83-0,외국식,14713
6,쿠우쿠우상암점,서울 마포구 매봉산로 80-0,외국식,12618
7,원조조박집본관,서울 마포구 토정로 313-1,한식,11224
8,랜디스도넛연남점,서울 마포구 동교로 247-0,간이음식,10520
9,마포옥,서울 마포구 토정로 312-0,한식,10474
10,몽중헌공덕점 [중식],서울 마포구 마포대로 92-0,외국식,9911
11,마포양지설렁탕,서울 마포구 새창로 6-0,한식,9879
12,VIPS합정역점,서울 마포구 월드컵로1길 14-0,외국식,9768
13,역전회관,서울 마포구 토정로37길 47-0,한식,9265
14,홍대입구,서울 마포구,기타음식,9106
15,카페노티드연남,서울 마포구 월드컵북로6길 12-13,카페/찻집,8999
16,채그로,서울 마포구 마포대로4다길 31-0,카페/찻집,8808
17,아웃백스테이크하우스합정점,서울 마포구 월드컵로3길 14-0,외국식,8178
18,램랜드,서울 마포구 토정로 255-0,외국식,8010
19,마루심마포점,서울 마포구 토정로 316-0,외국식,7990
20,봉피양마포점,서울 마포구 토정로 308-0,한식,7721
21,대도식당마포대로점,서울 마포구 마포대로 19-0,한식,7465
22,청어람망원점,서울 마포구 망원로 97-0,외국식,7266
23,서강8경,서울 마포구 토정로 128-0,외국식,7099
24,황금콩밭,서울 마포구 마포대로16길 9-0,한식,7043
25,만복기사식당[한식],서울 마포구 희우정로 121-0,한식,6638
26,와이키키마켓,서울 마포구 마포나루길 332-0,외국식,6535
27,맥도날드서울상암DMC점,서울 마포구 월드컵북로 400-0,간이음식,6509
28,진미식당,서울 마포구 마포대로 186-6,외국식,6385
29,경복궁서교점,서울 마포구 월드컵북로 37-0,한식,6295
30,소이연남,서울 마포구 동교로 267-0,외국식,6197
31,앤트러사이트합정점,서울 마포구 토정로5길 10-0,카페/찻집,6148
32,저스티나,서울 마포구 양화진2길 31-0,카페/찻집,6069
33,툭툭누들타이,서울 마포구 성미산로 161-8,외국식,5724
34,소금집델리망원점,서울 마포구 월드컵로19길 14-0,외국식,5671
35,삿뽀로홍대점,서울 마포구 월드컵북로 14-0,외국식,5620
36,진진본관 [중식],서울 마포구 잔다리로 123-0,외국식,5458
37,비파티세리공덕점,서울 마포구 마포대로14길 4-0,카페/찻집,5426
38,명인갈비,서울 마포구 연남로 85-0,한식,5396
39,맥도날드공덕점,서울 마포구 마포대로 53-0,간이음식,5340
40,오레노라멘,서울 마포구 독막로6길 14-0,외국식,5225
41,피오니,서울 마포구 독막로7길 51-0,카페/찻집,5219
42,감성타코&그릴합정점,서울 마포구 월드컵로3길 14-0,외국식,5196
43,우동카덴,서울 마포구 양화로7안길 2-1,외국식,5144
44,바다회사랑2호점,서울 마포구 동교로 143-0,외국식,4957
45,스케줄합정,서울 마포구 양화로6길 33-0,외국식,4865
46,덕승재[한식],서울 마포구 월드컵북로 361-0,한식,4785
47,일일향마포5호점 [중식],서울 마포구 새창로2길 15-2,외국식,4752
48,맛이차이나[중식],서울 마포구 독막로 68-0,외국식,4747
49,빈브라더스합정점,서울 마포구 토정로 35-1,카페/찻집,4690
50,하이디라오홍대점,서울 마포구 양화로 176-0,외국식,4503
51,청기와타운마포용강점,서울 마포구 토정로 296-0,한식,4496
52,마포원조떡볶이,서울 마포구 도화2길 3-0,간이음식,4446
53,프?츠도화점,서울 마포구 새창로2길 17-0,카페/찻집,4421
54,바다회사랑,서울 마포구 동교로27길 60-0,외국식,4411
55,철길왕갈비살본점,서울 마포구 와우산로32길 24-0,한식,4383
56,송추가마골인어반마포점,서울 마포구 독막로 311-0,한식,4358
57,괴르츠,서울 마포구 토정로 136-13,외국식,4243
58,아소정,서울 마포구 백범로25길 9-0,한식,4232
59,딥커피,서울 마포구 동교로 209-0,카페/찻집,4210
60,산리오러버스클럽,서울 마포구 와우산로19길 18-0,카페/찻집,4200
61,교다이야,서울 마포구 성지길 39-0,외국식,4162
62,연남동카페거리,서울 마포구,기타음식,4066
63,옛맛서울불고기,서울 마포구 독막로 56-0,한식,4052
64,스타벅스상암사보이시티점,서울 마포구 월드컵북로54길 17-0,카페/찻집,4038
65,스타벅스상암디지털큐브점,서울 마포구 상암산로 34-0,카페/찻집,3998
66,부영각[중식],서울 마포구 토정로 268-0,외국식,3990
67,피오니연남점,서울 마포구 연남로 59-1,카페/찻집,3976
68,크레이지카츠,서울 마포구 포은로2나길 44-0,외국식,3964
69,색동저고리마포점 [한식],서울 마포구 도화길 27-0,한식,3926
70,버거킹공덕역점,서울 마포구 마포대로 144-0,간이음식,3901
71,각시보쌈,서울 마포구 성지길 25-0,외국식,3895
72,스타벅스상암DMC점,서울 마포구 월드컵북로 375-0,카페/찻집,3837
73,무대륙,서울 마포구 토정로5길 12-0,카페/찻집,3809
74,탑클라우드23,서울 마포구 백범로 192-0,외국식,3715
75,마키노차야마포점,서울 마포구 마포대로 92-0,외국식,3702
76,진평925,서울 마포구 망원로 87-0,한식,3664
77,고구려홍대점,서울 마포구 월드컵북로 14-0,한식,3659
78,쉐이크쉑홍대점,서울 마포구 양화로 186-0,간이음식,3650
79,포비베이직합정점,서울 마포구 양화로3길 66-0,카페/찻집,3633
80,스타벅스망원역점,서울 마포구 월드컵로 74-0,카페/찻집,3631
81,어글리베이커리,서울 마포구 월드컵로13길 73-0,간이음식,3616
82,연남서식당,서울 마포구 백범로2길 32-0,한식,3603
83,프랑제리피어 신촌점,서울 마포구 서강로 75-16,간이음식,3552
84,능라도마포점,서울 마포구 마포대로 25-0,한식,3540
85,김영섭초밥,서울 마포구 월드컵북로 352-18,외국식,3537
86,홍대조폭떡볶이,서울 마포구 어울마당로 60-0,간이음식,3507
87,옥동식서교점,서울 마포구 양화로7길 44-10,한식,3496
88,버거킹상암점,서울 마포구 월드컵북로 344-0,간이음식,3459
89,맥도날드망원점,서울 마포구 월드컵로 81-0,간이음식,3424
90,핑크솔트숯불구이,서울 마포구 양화로 16-0,한식,3415
91,일등식당,서울 마포구 방울내로 82-0,한식,3407
92,창고43상암점,서울 마포구 매봉산로 75-0,한식,3369
