연령대,남성방문 비율,여성방문 비율
70세 이상,2.0,1.2
60~69세,9.3,6.0
50~59세,13.8,12.9
40~49세,10.1,8.7
30~39세,8.0,7.2
20~29세,6.9,6.9
10~19세,3.0,2.8
