업종대분류명,업종중분류명,중분류 소비액
쇼핑업,관광기념품,2.14186278E8
쇼핑업,레저용품쇼핑,1.89582277E9
쇼핑업,대형쇼핑몰,3.1581616E8
숙박업,호텔,1.8553E7
숙박업,콘도,1.870042487E9
숙박업,캠핑장/펜션,4693900.0
숙박업,기타숙박,1.478858697E9
식음료업,식음료,2.6073991797E10
여가서비스업,관광유원시설,1.7271691E8
여가서비스업,골프장,1.965453E8
여가서비스업,기타레저,4.68411188E8
여가서비스업,문화서비스,4.554292E7
여행업,여행업,0.0
운송업,육상운송,3.66726E7
운송업,렌터카,570000.0
