순위,업소명,주소,분류,외지인 검색 수
1,소복갈비,충남 예산군 천변로195번길 9-0,한식,20204
2,응봉상회,충남 예산군 입침중촌길 21-0,카페/찻집,12965
3,대흥식당,충남 예산군 노동길 14-0,한식,11993
4,광시한우마을거리,충남 예산군,기타음식,9689
5,한일식당,충남 예산군 두리2길 60-0,한식,8192
6,삼우갈비,충남 예산군 임성로23번길 8-0,한식,7068
7,유양창고,충남 예산군 수덕사로 1163-4,카페/찻집,5551
8,동가룰가든,충남 예산군 예당긍모로 358-27,외국식,4974
9,파인그로브,충남 예산군 덕산향교길 88-3,카페/찻집,4950
10,홍북식당,충남 예산군 신평2길 26-0,한식,4647
11,산마루가든,충남 예산군 예당긍모로 406-0,한식,4538
12,60년전통예산장터국밥,충남 예산군 관양산길 12-1,한식,4328
13,가루실가든,충남 예산군 가루실길 180-0,한식,4298
14,백종원국밥거리,충남 예산군,기타음식,4228
15,삽다리칼국수,충남 예산군 충의로 670-0,한식,3806
16,간양길,충남 예산군 간양길 197-26,카페/찻집,3743
17,고덕갈비,충남 예산군 덕산온천로 371-8,한식,3703
18,할머니곱창,충남 예산군 삽교로 221-0,외국식,3349
19,약선공양간[한식],충남 예산군 수덕사안길 33-13,한식,3232
20,본가두부전문점,충남 예산군 덕산온천로 318-0,외국식,3161
21,예당순두부,충남 예산군 예당로 816-0,한식,2638
22,옛날돈까스,충남 예산군 예산로164번길 21-0,외국식,2522
23,백설농부,충남 예산군 봉산로 516-0,카페/찻집,2449
24,한일식당,충남 예산군 삽교역로 58-0,한식,2311
25,예산돈까스,충남 예산군 예산로164번길 19-0,외국식,2259
26,광시한우타운식당,충남 예산군 예당로 171-0,한식,2125
27,할머니장터국밥,충남 예산군 천변로 155-0,한식,2104
28,뜨끈이집해장국,충남 예산군 덕산온천로 331-6,한식,2046
29,양어장집,충남 예산군 신속대야로 32-0,한식,1925
30,고덕갈비,충남 예산군 고덕중앙로 79-0,한식,1917
31,삽다리곱창,충남 예산군 삽교로4길 7-0,외국식,1909
32,할머니어죽,충남 예산군 예당관광로 67-0,한식,1881
33,카페이앙,충남 예산군 예당관광로 146-0,카페/찻집,1802
34,그리고삽교,충남 예산군 삽교역로 91-0,카페/찻집,1778
35,진한국밥내포점,충남 예산군 수암산로 232-0,한식,1736
36,사과나무,충남 예산군 충의로 141-0,한식,1722
37,투썸플레이스내포청사점,충남 예산군 청사로 190-0,카페/찻집,1703
38,예당장어,충남 예산군 동서길 3-16,외국식,1646
39,여기서행복할것,충남 예산군 충의로 141-0,카페/찻집,1644
40,예당가든,충남 예산군 예당긍모로 359-0,한식,1610
41,제2막,충남 예산군 충의로 127-0,카페/찻집,1597
42,민속촌가든,충남 예산군 수철길 199-0,외국식,1478
