연령대,남성방문 비율,여성방문 비율
70세 이상,4.1,3.5
60~69세,12.3,9.8
50~59세,15.6,11.7
40~49세,11.7,4.8
30~39세,8.0,3.8
20~29세,7.0,3.5
10~19세,1.6,1.4
