기준연월,지역명,검색량(건)
202108,경상북도 영천시 ,345
202109,경상북도 영천시 ,521
202110,경상북도 영천시 ,464
202111,경상북도 영천시 ,573
202112,경상북도 영천시 ,50
202201,경상북도 영천시 ,66
202202,경상북도 영천시 ,37
202203,경상북도 영천시 ,22
202204,경상북도 영천시 ,80
202205,경상북도 영천시 ,423
202206,경상북도 영천시 ,507
202207,경상북도 영천시 ,341
