연령대,남성방문 비율,여성방문 비율
70세 이상,3.5,2.0
60~69세,9.8,7.6
50~59세,9.7,10.0
40~49세,8.6,7.1
30~39세,10.7,7.8
20~29세,9.7,7.0
10~19세,2.8,1.9
