동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드,
2,96,기타가족,오빠,미식,차_카페_녹차,도심다원
1,17,연인,커플,역사유적,정자,도심다원
0,7,,,휴식/힐링,힐링_피크닉,도심다원
0,6,,,자연경관,바다_정원_산,도심다원
