연령대,남성방문 비율,여성방문 비율
70세 이상,6.8,8.8
60~69세,14.3,9.2
50~59세,15.7,10.9
40~49세,9.2,4.5
30~39세,4.5,2.8
20~29세,3.4,3.9
10~19세,2.6,2.1
