연령대,남성방문 비율,여성방문 비율
70세 이상,3.8,2.6
60~69세,10.6,6.7
50~59세,19.0,8.9
40~49세,12.2,6.2
30~39세,10.2,5.9
20~29세,5.4,4.1
10~19세,1.6,1.4
