순위,업소명,주소,분류,합산 검색 수
1,봉용불고기,충북 청주시 청원구 상당로203번길 14-0,한식,16640
2,아트빈,충북 청주시 청원구 사천로 33-0,카페/찻집,15621
3,맥도날드청주율량GS DT점,충북 청주시 청원구 공항로 156-0,간이음식,15049
4,스타벅스청주율량DT점,충북 청주시 청원구 충청대로107번길 8-0,카페/찻집,14900
5,이안테라스,충북 청주시 청원구 율량로 191-0,카페/찻집,11532
6,스톤폴스,충북 청주시 청원구 1순환로1896번길 19-33,카페/찻집,10354
7,스타벅스오창호수공원점,충북 청주시 청원구 중심상업1로 20-0,카페/찻집,9769
8,스타벅스오창과학단지점,충북 청주시 청원구 과학산업2로 385-0,카페/찻집,9352
9,가든포레스트숲속의정원,충북 청주시 청원구 도원세교로 222-6,카페/찻집,9192
10,김산기염소탕,충북 청주시 청원구 양청6길 9-0,한식,8738
11,청원한우마실,충북 청주시 청원구 성산2길 5-0,한식,8525
12,원조중앙탑막국수오창점,충북 청주시 청원구 용두1길 14-0,한식,8410
13,카페코지웨어하우스,충북 청주시 청원구 신평중신1길 50-0,카페/찻집,8385
14,가화한정식[한식],충북 청주시 청원구 내덕로 27-0,한식,7834
15,프레피,충북 청주시 청원구 내수로 8-0,카페/찻집,6457
16,입이즐거운그만두본점,충북 청주시 청원구 사뜸로 105-0,한식,6281
17,꾸본석갈비,충북 청주시 청원구 중심상업로 66-9,한식,5949
18,SUBWAY청주대점,충북 청주시 청원구 대성로 301-0,간이음식,5943
19,대추나무집짜글짜글,충북 청주시 청원구 사천로18번길 5-0,한식,5353
20,떡보라,충북 청주시 청원구 율량로189번길 7-0,간이음식,5312
21,상무초밥청주율량점,충북 청주시 청원구 1순환로 128-0,외국식,5072
22,금용[중식],충북 청주시 청원구 내덕로 33-0,외국식,4866
23,댕그라운드,충북 청주시 청원구 원통숲안1길 30-3,카페/찻집,4824
24,수제햄고래부대찌개,충북 청주시 청원구 중심상업2로 13-0,외국식,4624
25,다담뜰한식뷔페북청주점,충북 청주시 청원구 상리로 5-1,외국식,4571
26,고부심,충북 청주시 청원구 1순환로 118-0,한식,4372
27,묵방골정원[한식],충북 청주시 청원구 충청대로 515-0,한식,4344
28,전주밥상[한식],충북 청주시 청원구 청암로 385-0,한식,4273
29,다래목장카페,충북 청주시 청원구 초정약수로 526-19,카페/찻집,4223
30,씨에르,충북 청주시 청원구 율량로 191-0,외국식,4064
31,브리키,충북 청주시 청원구 공항로 1033-16,외국식,4010
32,정치망,충북 청주시 청원구 중심상업로 66-17,외국식,3980
33,우뜸해장국,충북 청주시 청원구 중심상업로 63-0,한식,3871
34,버거킹오창호수공원점,충북 청주시 청원구 중심상업로 31-18,간이음식,3696
35,원조장뜰순대,충북 청주시 청원구 율량로201번길 33-13,한식,3689
36,바람막이,충북 청주시 청원구 1순환로1896번길 45-0,외국식,3611
37,대운프라자,충북 청주시 청원구 중심상업로 14-0,기타음식,3534
38,멀리커피,충북 청주시 청원구 외남로69번길 63-0,카페/찻집,3402
39,하그트,충북 청주시 청원구 여천3길 279-0,카페/찻집,3327
40,기린[중식],충북 청주시 청원구 주성1길 9-1,외국식,3313
41,토성마을,충북 청주시 청원구 토성로 163-1,카페/찻집,3248
42,그리너리,충북 청주시 청원구 새터로176번길 157-1,카페/찻집,3187
43,40년전통할머니추어탕,충북 청주시 청원구 1순환로 219-0,한식,3142
44,풍차두루치기,충북 청주시 청원구 중심상업2로 9-50,한식,3089
45,천안문[중식],충북 청주시 청원구 양청2길 22-0,외국식,3075
46,보담육풍,충북 청주시 청원구 중심상업로 47-0,한식,3035
47,서가앤쿡청주율량점,충북 청주시 청원구 주성로 89-0,외국식,3003
48,율량반점[중식],충북 청주시 청원구 율량로 30-0,외국식,2989
49,브루클린바이브,충북 청주시 청원구 율량로190번길 63-0,외국식,2872
50,천돌한우,충북 청주시 청원구 율량로189번길 26-0,한식,2780
51,버거킹청주율량점,충북 청주시 청원구 충청대로 176-0,간이음식,2742
52,해물화짬뽕[중식],충북 청주시 청원구 중심상업로 66-18,외국식,2702
53,리정,충북 청주시 청원구 우암로 71-1,한식,2623
54,상리한우,충북 청주시 청원구 1순환로1896번길 19-34,한식,2566
55,KFC청주오창점,충북 청주시 청원구 중심상업2로 9-23,간이음식,2562
56,왕뚝배기감자탕,충북 청주시 청원구 중앙로 144-0,한식,2527
57,마루샤브율량점,충북 청주시 청원구 율봉로 131-0,외국식,2505
58,가온석갈비율량점,충북 청주시 청원구 율량로190번길 63-0,한식,2458
59,신짬뽕[중식],충북 청주시 청원구 율량로3번길 23-0,외국식,2416
60,묵방골정원[한식],충북 청주시 청원구 충청대로 513-1,한식,2402
61,소보양본가,충북 청주시 청원구 공항로150번길 22-0,한식,2337
62,한양시래기명태조림본점,충북 청주시 청원구 2순환로 30-0,한식,2336
63,두심온,충북 청주시 청원구 중심상업로 66-9,한식,2289
64,초정바베큐캠프,충북 청주시 청원구 미원초정로 1274-0,한식,2277
65,일면식,충북 청주시 청원구 덕벌로 43-0,카페/찻집,2257
66,옥수찐빵만두,충북 청주시 청원구 충청대로 1527-0,간이음식,2250
67,하우트커피컴퍼니,충북 청주시 청원구 충청대로 904-0,카페/찻집,2241
68,굴세상오창점,충북 청주시 청원구 구룡6길 60-1,한식,2202
69,바람막이,충북 청주시 청원구 1순환로1896번길 45-0,카페/찻집,2186
70,수제빵연구소,충북 청주시 청원구 충청대로 233-0,간이음식,2124
71,싱그레복집,충북 청주시 청원구 교서로 134-0,외국식,2080
72,양지리그곳,충북 청주시 청원구 두릉유리로 1023-4,카페/찻집,1969
73,봉주루[중식],충북 청주시 청원구 율량로190번길 53-0,외국식,1955
74,한우풍경,충북 청주시 청원구 중심상업2로 65-0,한식,1953
75,제주클래식본점,충북 청주시 청원구 중심상업1로 20-0,한식,1948
76,사또가든,충북 청주시 청원구 꽃화산길 51-1,한식,1946
77,황소고집,충북 청주시 청원구 용두길 72-0,한식,1940
78,좋은아침율량점,충북 청주시 청원구 충청대로 179-0,간이음식,1927
79,북일곰탕,충북 청주시 청원구 향군로41번길 11-7,한식,1857
80,스시다이닝준원더아리아청주점,충북 청주시 청원구 상당로 314-0,외국식,1842
81,스티즈커피,충북 청주시 청원구 토성로120번길 179-1,카페/찻집,1837
82,가마솥의누룽지,충북 청주시 청원구 중심상업로 66-18,한식,1793
83,콩가내,충북 청주시 청원구 주성로 61-0,한식,1772
84,헤이러스틱,충북 청주시 청원구 상당로 314-0,외국식,1754
85,표가네명품순두부,충북 청주시 청원구 두릉유리로 1118-0,한식,1750
86,신성당오창점,충북 청주시 청원구 오창양지길 19-8,간이음식,1723
87,리즈베이커리카페,충북 청주시 청원구 중심상업2로 9-54,카페/찻집,1720
88,헤이러스틱,충북 청주시 청원구 상당로 314-0,카페/찻집,1708
