순위,업소명,주소,분류,현지인 검색 수
1,맥도날드청주율량GS DT점,충북 청주시 청원구 공항로 156-0,간이음식,5179
2,아트빈,충북 청주시 청원구 사천로 33-0,카페/찻집,3678
3,스타벅스청주율량DT점,충북 청주시 청원구 충청대로107번길 8-0,카페/찻집,3640
4,카페코지웨어하우스,충북 청주시 청원구 신평중신1길 50-0,카페/찻집,2764
5,스톤폴스,충북 청주시 청원구 1순환로1896번길 19-33,카페/찻집,2743
6,청원한우마실,충북 청주시 청원구 성산2길 5-0,한식,2598
7,스타벅스오창과학단지점,충북 청주시 청원구 과학산업2로 385-0,카페/찻집,2510
8,가든포레스트숲속의정원,충북 청주시 청원구 도원세교로 222-6,카페/찻집,2440
9,김산기염소탕,충북 청주시 청원구 양청6길 9-0,한식,2433
10,봉용불고기,충북 청주시 청원구 상당로203번길 14-0,한식,2306
11,원조중앙탑막국수오창점,충북 청주시 청원구 용두1길 14-0,한식,2289
12,이안테라스,충북 청주시 청원구 율량로 191-0,카페/찻집,2143
13,스타벅스오창호수공원점,충북 청주시 청원구 중심상업1로 20-0,카페/찻집,2141
14,천안문[중식],충북 청주시 청원구 양청2길 22-0,외국식,1549
15,SUBWAY청주대점,충북 청주시 청원구 대성로 301-0,간이음식,1541
16,브리키,충북 청주시 청원구 공항로 1033-16,외국식,1487
17,상무초밥청주율량점,충북 청주시 청원구 1순환로 128-0,외국식,1475
18,가화한정식[한식],충북 청주시 청원구 내덕로 27-0,한식,1374
19,대운프라자,충북 청주시 청원구 중심상업로 14-0,기타음식,1333
20,프레피,충북 청주시 청원구 내수로 8-0,카페/찻집,1267
21,원조장뜰순대,충북 청주시 청원구 율량로201번길 33-13,한식,1260
22,댕그라운드,충북 청주시 청원구 원통숲안1길 30-3,카페/찻집,1226
23,꾸본석갈비,충북 청주시 청원구 중심상업로 66-9,한식,1152
24,떡보라,충북 청주시 청원구 율량로189번길 7-0,간이음식,1135
25,정치망,충북 청주시 청원구 중심상업로 66-17,외국식,1106
26,바람막이,충북 청주시 청원구 1순환로1896번길 45-0,외국식,1076
27,버거킹오창호수공원점,충북 청주시 청원구 중심상업로 31-18,간이음식,1016
28,고부심,충북 청주시 청원구 1순환로 118-0,한식,966
29,하그트,충북 청주시 청원구 여천3길 279-0,카페/찻집,912
30,다담뜰한식뷔페북청주점,충북 청주시 청원구 상리로 5-1,외국식,877
31,다래목장카페,충북 청주시 청원구 초정약수로 526-19,카페/찻집,875
32,기린[중식],충북 청주시 청원구 주성1길 9-1,외국식,871
33,버거킹청주율량점,충북 청주시 청원구 충청대로 176-0,간이음식,859
34,금용[중식],충북 청주시 청원구 내덕로 33-0,외국식,852
35,우뜸해장국,충북 청주시 청원구 중심상업로 63-0,한식,835
36,40년전통할머니추어탕,충북 청주시 청원구 1순환로 219-0,한식,833
37,멀리커피,충북 청주시 청원구 외남로69번길 63-0,카페/찻집,832
38,묵방골정원[한식],충북 청주시 청원구 충청대로 515-0,한식,817
39,풍차두루치기,충북 청주시 청원구 중심상업2로 9-50,한식,804
40,수제햄고래부대찌개,충북 청주시 청원구 중심상업2로 13-0,외국식,785
41,그리너리,충북 청주시 청원구 새터로176번길 157-1,카페/찻집,782
42,율량반점[중식],충북 청주시 청원구 율량로 30-0,외국식,780
43,대추나무집짜글짜글,충북 청주시 청원구 사천로18번길 5-0,한식,763
44,천돌한우,충북 청주시 청원구 율량로189번길 26-0,한식,758
45,하우트커피컴퍼니,충북 청주시 청원구 충청대로 904-0,카페/찻집,748
46,해물화짬뽕[중식],충북 청주시 청원구 중심상업로 66-18,외국식,742
47,목령산호랭이,충북 청주시 청원구 중심상업로 52-14,외국식,715
48,전주밥상[한식],충북 청주시 청원구 청암로 385-0,한식,714
49,토성마을,충북 청주시 청원구 토성로 163-1,카페/찻집,713
50,KFC청주오창점,충북 청주시 청원구 중심상업2로 9-23,간이음식,704
51,소보양본가,충북 청주시 청원구 공항로150번길 22-0,한식,689
52,입이즐거운그만두본점,충북 청주시 청원구 사뜸로 105-0,한식,686
53,양지리그곳,충북 청주시 청원구 두릉유리로 1023-4,카페/찻집,648
54,서가앤쿡청주율량점,충북 청주시 청원구 주성로 89-0,외국식,644
55,씨에르,충북 청주시 청원구 율량로 191-0,외국식,620
56,리즈베이커리카페,충북 청주시 청원구 중심상업2로 9-54,카페/찻집,616
57,보담육풍,충북 청주시 청원구 중심상업로 47-0,한식,613
58,브루클린바이브,충북 청주시 청원구 율량로190번길 63-0,외국식,607
59,평창갈비오창점,충북 청주시 청원구 양청택지로 123-0,한식,603
60,가온석갈비율량점,충북 청주시 청원구 율량로190번길 63-0,한식,600
61,상리한우,충북 청주시 청원구 1순환로1896번길 19-34,한식,594
62,안덕벌문화식당,충북 청주시 청원구 안덕벌로 32-0,한식,591
63,조리고오창점,충북 청주시 청원구 주성1길 5-0,외국식,582
64,굴세상오창점,충북 청주시 청원구 구룡6길 60-1,한식,564
65,리정,충북 청주시 청원구 우암로 71-1,한식,521
66,두심온,충북 청주시 청원구 중심상업로 66-9,한식,510
67,수제빵연구소,충북 청주시 청원구 충청대로 233-0,간이음식,505
68,안성깍두기오창점,충북 청주시 청원구 주성3길 11-0,외국식,501
69,한양시래기명태조림본점,충북 청주시 청원구 2순환로 30-0,한식,496
70,바람막이,충북 청주시 청원구 1순환로1896번길 45-0,카페/찻집,490
71,신짬뽕[중식],충북 청주시 청원구 율량로3번길 23-0,외국식,479
72,한우풍경,충북 청주시 청원구 중심상업2로 65-0,한식,478
73,오창안부커피,충북 청주시 청원구 구룡2길 26-15,카페/찻집,476
73,왕뚝배기감자탕,충북 청주시 청원구 중앙로 144-0,한식,476
75,신성당오창점,충북 청주시 청원구 오창양지길 19-8,간이음식,475
76,짬뽕지존오창점 [중식],충북 청주시 청원구 중심상업로 31-10,외국식,474
77,이우철한방누룽지삼계탕율량점,충북 청주시 청원구 1순환로1896번길 19-32,한식,467
78,롯데리아오창2산단점,충북 청주시 청원구 주성1길 5-0,간이음식,466
79,고래감자탕청주율량점,충북 청주시 청원구 율량로 200-0,한식,464
80,일면식,충북 청주시 청원구 덕벌로 43-0,카페/찻집,463
81,초정바베큐캠프,충북 청주시 청원구 미원초정로 1274-0,한식,452
82,반암막국수,충북 청주시 청원구 성산2길 20-0,한식,444
83,마루샤브율량점,충북 청주시 청원구 율봉로 131-0,외국식,442
84,육고집,충북 청주시 청원구 중심상업로 65-9,한식,441
85,황소고집,충북 청주시 청원구 용두길 72-0,한식,438
86,대구왕뽈때기,충북 청주시 청원구 중심상업로 52-5,한식,434
87,표가네명품순두부,충북 청주시 청원구 두릉유리로 1118-0,한식,430
88,투썸플레이스청원오창호수공원점,충북 청주시 청원구 과학산업2로 373-0,카페/찻집,424
89,제주클래식본점,충북 청주시 청원구 중심상업1로 20-0,한식,423
89,파리바게뜨오창중앙점,충북 청주시 청원구 오창중앙로 32-0,간이음식,423
91,동이생고기,충북 청주시 청원구 주성1길 15-0,한식,416
92,좋은아침율량점,충북 청주시 청원구 충청대로 179-0,간이음식,413
93,초정216,충북 청주시 청원구 미원초정로 1236-0,카페/찻집,412
94,스티즈커피,충북 청주시 청원구 토성로120번길 179-1,카페/찻집,404
95,봉주루[중식],충북 청주시 청원구 율량로190번길 53-0,외국식,403
95,진원소우청주내덕점,충북 청주시 청원구 상당로 282-0,한식,403
97,스시다이닝준원더아리아청주점,충북 청주시 청원구 상당로 314-0,외국식,402
98,혜화동돈까스,충북 청주시 청원구 연구단지로 13-0,외국식,399
99,바다가보이는해물탕,충북 청주시 청원구 율봉로187번길 25-0,한식,398
99,콩가내,충북 청주시 청원구 주성로 61-0,한식,398
