연령대,남성방문 비율,여성방문 비율
70세 이상,4.9,7.9
60~69세,10.4,10.3
50~59세,17.3,9.6
40~49세,10.8,4.1
30~39세,6.4,3.3
20~29세,7.3,1.9
10~19세,3.5,1.3
