기준연월,지역명,검색량(건)
202108,강원도 횡성군 ,1789
202109,강원도 횡성군 ,1649
202110,강원도 횡성군 ,1884
202111,강원도 횡성군 ,1857
202112,강원도 횡성군 ,586
202201,강원도 횡성군 ,466
202202,강원도 횡성군 ,368
202203,강원도 횡성군 ,330
202204,강원도 횡성군 ,230
202205,강원도 횡성군 ,457
202206,강원도 횡성군 ,503
202207,강원도 횡성군 ,406
