연령대,남성방문 비율,여성방문 비율
70세 이상,6.1,2.8
60~69세,13.5,8.4
50~59세,14.2,9.8
40~49세,9.4,5.9
30~39세,8.9,5.4
20~29세,8.4,4.8
10~19세,1.4,0.7
