순위,업소명,주소,분류,합산 검색 수
1,나랏님이천쌀밥[한식],경기 이천시 경충대로 3052-0,한식,46352
2,강민주의들밥,경기 이천시 지산로22번길 17-0,한식,44772
3,이진상회,경기 이천시 서이천로 648-0,카페/찻집,42850
4,청목[한식],경기 이천시 경충대로 3046-0,한식,34202
5,맥도날드이천DT점,경기 이천시 경충대로 2578-0,간이음식,24881
6,더반올가닉,경기 이천시 부발중앙로221번길 89-0,카페/찻집,20721
7,남이천배추된장국,경기 이천시 사실로 580-11,한식,19102
8,설악막국수춘천닭갈비이천점,경기 이천시 사실로579번길 10-0,외국식,18065
9,거궁이천점 [한식],경기 이천시 서이천로 945-0,한식,15602
10,임금님쌀밥집[한식],경기 이천시 경충대로 3134-0,한식,15398
11,강민주의들밥이천직영점,경기 이천시 서이천로 656-0,한식,15295
12,호운[한식],경기 이천시 황무로 200-0,한식,13457
13,이코복스커피이천시몬스테라스점,경기 이천시 사실로 988-0,카페/찻집,12861
14,스타벅스이천증포DT점,경기 이천시 이섭대천로 1445-0,카페/찻집,11872
15,오동추야,경기 이천시 증신로 160-0,한식,11647
16,돌솥밥시골밥상[한식],경기 이천시 이섭대천로96번길 66-0,한식,11643
17,이천돌솥밥[한식],경기 이천시 경충대로 3194-0,한식,11549
18,스타벅스이천사음DT점,경기 이천시 경충대로 3045-0,카페/찻집,10949
19,나랏님이천쌀밥신관 [한식],경기 이천시 경충대로 3044-0,한식,10732
20,이천쌀밥집[한식],경기 이천시 덕평로882번길 2-23,한식,10617
21,원이쌀밥[한식],경기 이천시 사동로 76-19,한식,9506
22,풍경,경기 이천시 어농로 110-71,한식,9472
23,37.5이천점,경기 이천시 경충대로1878번길 30-0,카페/찻집,9134
24,응암리막국수,경기 이천시 경충대로1722번길 11-0,한식,8890
25,스타벅스이천하이닉스점,경기 이천시 경충대로 2100-0,카페/찻집,8687
26,아이성[중식],경기 이천시 지산로103번길 66-0,외국식,8505
27,55도,경기 이천시 대월로 956-0,카페/찻집,8366
28,잘란잘란,경기 이천시 억만리로 140-8,카페/찻집,7818
29,어바웃네이처,경기 이천시 오천로164번길 227-0,카페/찻집,7712
30,태극당,경기 이천시 영창로 195-0,간이음식,7128
31,티하우스에덴,경기 이천시 서이천로 449-79,카페/찻집,7050
32,이여로제빵소,경기 이천시 이여로341번길 1-1,간이음식,7033
33,더보울,경기 이천시 중부대로 751-0,한식,6990
34,마산아구이천쌀밥,경기 이천시 덕평로882번길 2-9,한식,6942
35,카페웰콤,경기 이천시 도자예술로62번길 28-22,카페/찻집,6729
36,야반,경기 이천시 경충대로 2849-0,한식,6487
37,푸주옥,경기 이천시 중리천로 140-0,한식,6346
38,여여로,경기 이천시 둔터로162번길 3-0,카페/찻집,6186
39,일송정,경기 이천시 공원로 349-0,한식,6147
40,닭사부일체이천본점,경기 이천시 대산로 379-0,한식,6087
41,남이천가정식부페,경기 이천시 사실로 730-0,한식,5964
42,시래마루이천점,경기 이천시 서이천로 920-0,한식,5941
43,모가명품한우촌,경기 이천시 사실로1012번길 20-11,한식,5938
44,덕평한우촌,경기 이천시 덕평로748번길 17-0,한식,5776
45,외할머니집[한식],경기 이천시,한식,5708
