순위,관광지명,주소,분류
1,롯데프리미엄아울렛/이천점,경기 이천시 프리미엄아울렛로 177-74,쇼핑
2,이마트/이천점,경기 이천시 이섭대천로 1440-50,쇼핑
3,설봉공원,경기 이천시,자연관광지
4,시몬스/테라스점,경기 이천시 사실로 988-0,문화시설
5,롯데마트/이천점,경기 이천시 구만리로 191-0,쇼핑
6,예스파크,경기 이천시 도자예술로5번길 109-0,기타관광지
7,이천도자기마을,경기 이천시,역사관광지
8,테르메덴,경기 이천시 사실로 984-0,휴양관광지
9,CGV/이천,경기 이천시 중리천로 58-0,공연/행사
10,관고전통시장,경기 이천시 중리천로31번길 22-0,쇼핑
11,덕평공룡수목원,경기 이천시 작촌로 282-0,기타관광지
12,별빛정원우주,경기 이천시 덕이로154번길 287-76,기타관광지
13,NC백화점/이천점,경기 이천시 영창로 165-0,쇼핑
14,지산포레스트리조트스키장,경기 이천시 지산로 267-0,레포츠(육상/해상/항공)
15,하나로마트/이천농협본점,경기 이천시 영창로 235-0,쇼핑
16,이천제일식자재,경기 이천시 경충대로 2785-0,쇼핑
17,비승대체력단련장,경기 이천시,레포츠(육상/해상/항공)
18,다이소/이천본점,경기 이천시 이섭대천로 1440-8,쇼핑
19,삼성전자서비스/이천센터,경기 이천시 증신로 130-0,쇼핑
20,하나로마트/마장농협본점,경기 이천시 오천로 41-0,쇼핑
21,롯데프리미엄아울렛패션&키즈몰/이천점,경기 이천시 프리미엄아울렛로 177-76,쇼핑
22,이천설봉온천랜드,경기 이천시 애련정로 67-16,휴양관광지
23,고릴라캠핑/이천점,경기 이천시 경충대로 1566-6,쇼핑
24,비에이비스타CC,경기 이천시 어농로 272-0,레포츠(육상/해상/항공)
25,더크로스비GC,경기 이천시 중부대로798번길 177-0,레포츠(육상/해상/항공)
26,이천종합운동장,경기 이천시 중부대로 1696-0,기타관광지
27,하나로마트/장호원점,경기 이천시 장감로 16-0,쇼핑
28,캠핑고래/이천점,경기 이천시 황무로 1110-0,쇼핑
29,다이소/이천중앙점,경기 이천시 서희로59번길 33-0,쇼핑
30,스카이밀크팜,경기 이천시 동산로 154-0,기타관광지
31,사우스스프링스CC,경기 이천시 공원로 64-0,레포츠(육상/해상/항공)
32,설봉공원,경기 이천시,문화관광
33,사자체력단련장,경기 이천시 억만리로 51-0,레포츠(육상/해상/항공)
34,복하천수변공원,경기 이천시 경충대로2422번길 17-0,자연관광지
35,이천체험문화축제,경기 이천시 도자예술로62번길 130-0,기타관광지
36,뉴스프링빌CC,경기 이천시 사실로527번길 158-0,레포츠(육상/해상/항공)
37,광주요/이천점,경기 이천시 경충대로 3234-0,쇼핑
38,이마트에브리데이/이천점,경기 이천시 중리천로 18-0,쇼핑
39,하나로마트/신하점,경기 이천시 경충대로2250번길 7-0,쇼핑
40,하나로마트/신둔농협본점,경기 이천시 경충대로 3175-0,쇼핑
41,다이소/이천사음점,경기 이천시 경충대로 3047-7,쇼핑
42,OK식자재마트,경기 이천시 아리역로 55-0,쇼핑
43,이천백사산수유꽃축제,경기 이천시,기타관광지
44,예스파크,경기 이천시 도자예술로5번길 109-0,문화관광
45,청암관광농원,경기 이천시 황무로1720번길 74-0,레포츠(육상/해상/항공)
