순위,업소명,주소,분류,외지인 검색 수
1,강원양어장횟집,강원 화천군 화악산로 589-0,외국식,2890
2,광덕고개쉼터,강원 화천군 포화로 2-0,한식,1758
3,광덕별아래,강원 화천군 천문대길 8-0,카페/찻집,771
4,천일막국수,강원 화천군 중앙로 34-9,한식,731
5,백가네칡냉면,강원 화천군 평화로 233-0,한식,666
6,뽀야네식당,강원 화천군 구둔지길 59-0,한식,661
7,북한강횟집,강원 화천군 중앙로 12-10,외국식,497
8,화천열무국수,강원 화천군 포화로 810-0,한식,484
9,화천어죽탕,강원 화천군 파로호로 91-0,한식,457
10,화천써비스 허브정원카페,강원 화천군 춘화로 2861-10,카페/찻집,431
11,햇골막국수,강원 화천군 햇골길 200-0,한식,414
12,평양막국수초계탕,강원 화천군 평화로 406-0,한식,380
13,우정갈비,강원 화천군 중앙로2길 23-12,한식,279
14,별미촌,강원 화천군 사내로5길 13-0,한식,277
15,화천삼나물밥상[한식],강원 화천군 중앙로1길 14-5,한식,271
16,삼대막국수소머리국밥,강원 화천군 사내로2길 28-0,한식,269
17,이기자회관[한식],강원 화천군 사내로7길 7-12,한식,231
18,청년반점[중식],강원 화천군 사내로 10-13,외국식,228
19,롯데리아화천점,강원 화천군 중앙로 16-0,간이음식,223
20,비수구미식당[한식],강원 화천군 비수구미길 470-0,한식,215
21,옥녀탕휴게소,강원 화천군 포화로 121-0,한식,205
22,송화수산횟집,강원 화천군 용화산로 1139-43,외국식,197
23,돌집,강원 화천군 춘양로 777-11,한식,193
24,파리바게뜨화천,강원 화천군 중앙로 15-0,간이음식,185
25,강산휴게소,강원 화천군 춘화로 3060-0,한식,176
26,이디야커피강원사내점,강원 화천군 사내로 41-2,카페/찻집,175
27,파리바게뜨화천2호점,강원 화천군 사내로 40-2,간이음식,172
28,롯데리아화천사내점,강원 화천군 사내로 33-0,간이음식,166
28,신풍루[중식],강원 화천군 영서로 6445-0,외국식,166
30,시골쌈밥,강원 화천군 평화로 347-0,한식,161
31,이디야커피강원화천점,강원 화천군 상승로 42-7,카페/찻집,153
32,강원나물밥채원,강원 화천군 상승로 60-7,한식,152
33,추억만들기,강원 화천군 포화로 460-0,외국식,148
34,샤또그린,강원 화천군 상승로 128-0,카페/찻집,142
35,대성산회관,강원 화천군 수피령로 1329-0,한식,134
36,산장횟집,강원 화천군 배터길 36-8,외국식,130
36,콩사랑,강원 화천군 대이리길 39-0,한식,130
38,다람쥐가든,강원 화천군 화악산로 714-6,한식,124
39,배스킨라빈스강원화천점,강원 화천군 중앙로 11-0,간이음식,120
40,거북회관,강원 화천군 수피령로 36-0,한식,114
41,강산애닭갈비,강원 화천군 상승로1길 16-6,외국식,112
41,장수유원지,강원 화천군 포화로 580-0,한식,112
43,대청마루,강원 화천군 중앙로5길 8-0,한식,101
44,별보는산속가든,강원 화천군 천문대길 64-0,한식,100
45,제이쿠치나,강원 화천군 사내로7길 146-10,외국식,98
46,산채골,강원 화천군 상승로 54-9,한식,96
46,잔미술관카페,강원 화천군 수피령로 131-353,카페/찻집,96
48,큰바위가든,강원 화천군 춘양로 788-41,한식,94
