동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드
4874,122252,기타가족,가족_엄마_패밀리,미식,라면_맛집_맥주
4305,35748,친구,친구_지인_절친,문화예술,노래방_클럽_극장
4304,5920,연인,애인_여자친구_남자친구,레포츠/운동,낚시_수영장_캠핑
3329,1903,학생,고딩_고삼_초딩,휴식/힐링,호캉스_나들이_테라피
1823,1538,자녀,아들_자녀_자식,자연경관,공원_정원_산책로
1715,590,회사동료,대리_직원_임원,반려동물,유기견_반려견_애완동물
441,319,부모님,시부모_아버지_부모님,역사유적,유적지_한옥_무덤
248,50,배우자,남편_신부_신랑,체험,공방체험_수학여행_쿠킹클래스
74,0,싱글,혼자_싱글_싱글남,,
