순위,업소명,주소,분류,외지인 검색 수
1,이디야커피랩,서울 강남구 논현로 636-0,카페/찻집,34997
2,맥도날드청담DT점,서울 강남구 도산대로 407-0,간이음식,33453
3,카페노티드청담,서울 강남구 도산대로53길 15-0,카페/찻집,31064
4,새벽집청담동점,서울 강남구 도산대로101길 6-0,한식,29056
5,중앙해장,서울 강남구 영동대로86길 17-0,한식,23945
6,스케줄청담,서울 강남구 선릉로152길 37-0,외국식,21885
7,영천영화청담점,서울 강남구 도산대로90길 3-0,한식,21018
8,진미평양냉면,서울 강남구 학동로 305-3,한식,20923
9,보메청담,서울 강남구 선릉로152길 40-0,외국식,17990
10,카페노티드삼성,서울 강남구 테헤란로103길 9-0,카페/찻집,17669
11,강강술래역삼점 [한식],서울 강남구 논현로 325-0,한식,16586
12,몽중헌청담점 [중식],서울 강남구 도산대로 445-0,외국식,15346
13,울프강스테이크하우스,서울 강남구 선릉로152길 21-0,외국식,14940
14,맥도날드삼성DT점,서울 강남구 봉은사로 432-0,간이음식,14715
15,삼원가든본점,서울 강남구 언주로 835-0,한식,13815
16,마켓오도곡점,서울 강남구 남부순환로 2745-0,외국식,13600
17,금수복국압구정점,서울 강남구 언주로 821-0,외국식,12674
18,한일관압구정점 [한식],서울 강남구 압구정로38길 14-0,한식,12039
19,보노보노삼성점,서울 강남구 테헤란로 508-0,외국식,11973
20,만강수서점,서울 강남구 밤고개로21길 81-0,한식,11954
21,한우리본점,서울 강남구 도산대로 304-0,한식,11847
22,김영모과자점도곡타워점,서울 강남구 언주로30길 10-0,간이음식,11752
23,쉐이크쉑청담점,서울 강남구 도산대로 327-0,간이음식,11494
24,페어링룸,서울 강남구 도산대로81길 14-0,외국식,11325
25,곰바위본점,서울 강남구 영동대로115길 10-0,외국식,11012
26,뱃고동압구정본점,서울 강남구 언주로172길 54-0,외국식,10986
27,긴자청담점 [일식],서울 강남구 도산대로 534-0,외국식,10726
28,비비브라운,서울 강남구 도산대로 412-0,카페/찻집,10268
29,오엔,서울 강남구 압구정로11길 37-30,외국식,10262
30,팀호완삼성점,서울 강남구 봉은사로86길 30-0,외국식,10249
31,청담골,서울 강남구 선릉로148길 48-0,외국식,10140
32,해목[일식],서울 강남구 선릉로145길 14-0,외국식,9736
33,포브라더스도곡점,서울 강남구 논현로28길 40-0,외국식,9508
34,테라스룸서울,서울 강남구 선릉로152길 37-0,외국식,9365
35,무탄[중식],서울 강남구 논현로176길 22-0,외국식,9279
36,고센클래식,서울 강남구 선릉로158길 18-0,카페/찻집,9239
37,강남면옥본점,서울 강남구 논현로152길 34-0,한식,9137
38,몽중헌대치점,서울 강남구 영동대로 325-0,외국식,9036
