유입지역명,유출지역명,유입유출 비율,유입/유출 구분 코드 (1:유입 / 2:유출)
대전광역시 유성구 , 세종특별자치시 ,19.8,1
충청북도 청주시 흥덕구 , 세종특별자치시 ,14.9,1
충청남도 공주시 , 세종특별자치시 ,13.6,1
대전광역시 서구 , 세종특별자치시 ,7.2,1
대전광역시 대덕구 , 세종특별자치시 ,4.5,1
충청북도 청주시 서원구 , 세종특별자치시 ,4.5,1
충청남도 천안시 동남구 , 세종특별자치시 ,4.3,1
충청남도 천안시 서북구 , 세종특별자치시 ,2.7,1
충청북도 청주시 청원구 , 세종특별자치시 ,2.4,1
충청남도 아산시 , 세종특별자치시 ,2.2,1
대전광역시 동구 , 세종특별자치시 ,2.0,1
대전광역시 중구 , 세종특별자치시 ,1.9,1
충청북도 청주시 상당구 , 세종특별자치시 ,1.8,1
충청남도 논산시 , 세종특별자치시 ,1.0,1
충청남도 계룡시 , 세종특별자치시 ,0.9,1
경기도 평택시 , 세종특별자치시 ,0.9,1
경기도 화성시 , 세종특별자치시 ,0.8,1
경기도 안성시 , 세종특별자치시 ,0.5,1
충청남도 부여군 , 세종특별자치시 ,0.5,1
충청북도 진천군 , 세종특별자치시 ,0.5,1
 세종특별자치시 ,대전광역시 유성구,25.4,2
 세종특별자치시 ,충청남도 공주시,14.5,2
 세종특별자치시 ,충청북도 청주시 흥덕구,12.0,2
 세종특별자치시 ,대전광역시 서구,6.3,2
 세종특별자치시 ,충청남도 천안시 동남구,4.0,2
 세종특별자치시 ,충청북도 청주시 서원구,3.4,2
 세종특별자치시 ,대전광역시 대덕구,2.7,2
 세종특별자치시 ,충청북도 청주시 청원구,2.4,2
 세종특별자치시 ,대전광역시 중구,2.2,2
 세종특별자치시 ,충청남도 천안시 서북구,2.2,2
 세종특별자치시 ,충청북도 청주시 상당구,2.0,2
 세종특별자치시 ,대전광역시 동구,1.7,2
 세종특별자치시 ,충청남도 아산시,1.7,2
 세종특별자치시 ,충청남도 보령시,1.3,2
 세종특별자치시 ,충청남도 부여군,1.2,2
 세종특별자치시 ,충청남도 논산시,1.1,2
 세종특별자치시 ,충청남도 계룡시,0.8,2
 세종특별자치시 ,전라북도 군산시,0.6,2
 세종특별자치시 ,충청남도 예산군,0.6,2
 세종특별자치시 ,경기도 평택시,0.6,2
