연령대,남성방문 비율,여성방문 비율
70세 이상,3.1,2.6
60~69세,10.2,9.9
50~59세,12.3,13.8
40~49세,8.9,8.9
30~39세,7.4,7.7
20~29세,4.8,6.1
10~19세,1.8,1.6
