연령대,남성방문 비율,여성방문 비율
70세 이상,3.3,2.2
60~69세,8.7,7.5
50~59세,12.3,8.6
40~49세,14.4,9.3
30~39세,9.1,7.6
20~29세,4.9,3.1
10~19세,3.0,3.4
