순위,업소명,주소,분류,현지인 검색 수
1,칠암사계,부산 기장군 칠암1길 7-10,카페/찻집,12282
2,맥도날드부산명지DT점,부산 강서구 명지국제8로 272-0,간이음식,8263
3,토북베이커리강서점,부산 강서구 낙동남로 526-1,간이음식,6882
4,스타벅스명지강변DT점,부산 강서구 르노삼성대로 620-0,카페/찻집,6400
5,식당3선센텀1관,부산 해운대구 해운대로 230-0,한식,5633
6,스타벅스동명대DT점,부산 남구 신선로 423-0,카페/찻집,5381
7,스타벅스화명강변DT점,부산 북구 금곡대로 77-0,카페/찻집,4357
8,버거킹부산명지DT점,부산 강서구 명지국제6로 218-0,간이음식,4149
9,해운대암소갈비집,부산 해운대구 중동2로10번길 32-10,한식,4143
10,스타벅스해운대달맞이DT점,부산 해운대구 달맞이길 57-0,카페/찻집,3937
11,웨이브온커피,부산 기장군 해맞이로 286-0,카페/찻집,3865
12,구디너프,부산 강서구 가덕해안로1169번길 28-0,카페/찻집,3753
13,맥도날드부산송정DT점,부산 해운대구 해운대로 1114-0,간이음식,3729
14,냉수탕가든,부산 부산진구 가야공원로 107-0,외국식,3717
15,금수복국해운대본점,부산 해운대구 중동1로43번길 23-0,외국식,3699
15,맥도날드부산구서DT점,부산 금정구 중앙대로 1957-0,간이음식,3699
17,맥도날드부산하단DT점,부산 사하구 낙동대로 431-0,간이음식,3674
18,맥도날드부산정관DT점,부산 기장군 정관로 584-0,간이음식,3661
19,맥도날드달맞이DT점,부산 해운대구 좌동순환로 455-0,간이음식,3559
20,스타벅스부산재송DT점,부산 해운대구 해운대로 189-0,카페/찻집,3540
21,영진돼지국밥본점,부산 사하구 하신번영로157번길 39-0,한식,3467
22,비아조,부산 강서구 식만로 164-0,카페/찻집,3359
23,맥도날드해운대DT점,부산 해운대구 해운대로570번길 51-0,간이음식,3099
24,외식일번가부산본점,부산 부산진구 신천대로 222-0,한식,3091
25,카페진목,부산 강서구 명지새동네길2번길 56-3,카페/찻집,2994
26,록산,부산 강서구 화전산업대로 272-43,카페/찻집,2979
27,바릇식당,부산 기장군 문오성길 61-0,외국식,2910
28,맥도날드부산기장DT점,부산 기장군 기장대로 500-0,간이음식,2857
29,대게만찬,부산 기장군 기장해안로 266-0,외국식,2799
30,제주은희네해장국부산본점,부산 해운대구 대천로42번길 8-0,한식,2775
31,스타벅스기장역DT점,부산 기장군 기장대로 527-0,카페/찻집,2718
32,맥도날드부산동명대DT점,부산 남구 신선로 424-0,간이음식,2715
