업종대분류명,업종중분류명,중분류 소비액
쇼핑업,관광기념품,5.09069E7
쇼핑업,레저용품쇼핑,6.52640518E8
쇼핑업,대형쇼핑몰,1.31229E7
숙박업,기타숙박,3.44567593E8
숙박업,캠핑장/펜션,120000.0
식음료업,식음료,1.9170806173E10
여가서비스업,골프장,4.406122434E9
여가서비스업,문화서비스,2.07805E7
여가서비스업,기타레저,3.1057172E7
여가서비스업,관광유원시설,3.4548215E7
여행업,여행업,1370000.0
운송업,렌터카,132000.0
운송업,육상운송,1485000.0
